reg_san,marca,den_gen,titular,principio,indicacion,busqueda
579m2002 ssa,ezetrol,ezetimiba,"undra ,s.a.de c.v.",c10ax09   ezetimiba.,"hipercolesterolemia, hipercolesterolemia familiar homocigótica, sitosterolemia homocigótica, prevención de eventos cardiovasculares mayores en enfermedad renal cron",ezetrol
024m98 ssa,maxalt rpd,rizatriptá,"schering - plough,s.a de c.v.",n02cc04  rizatriptán,migraña con aura y sin aura en adulto,maxalt
127m2004 ssa,vytorin,ezetimiba / simvastatina,"undra ,s.a.de c.v.",c10ba02 simvastatina y ezetimiba,"hipercolesterolemia primaria, hipercolesterolemia familiar homocigótica",vytorin
127m2004 ssa,vytorin,ezetimiba / simvastatina,"undra ,s.a.de c.v.",c10ba02 simvastatina y ezetimiba,"hipercolesterolemia primaria, hipercolesterolemia familiar homocigótica",vytorin
127m2004 ssa,vytorin,ezetimiba / simvastatina,"undra ,s.a.de c.v.",c10ba02 simvastatina y ezetimiba,"hipercolesterolemia primaria, hipercolesterolemia familiar homocigótica",vytorin
127m2004 ssa,vytorin,ezetimiba / simvastatina,"undra ,s.a.de c.v.",c10ba02 simvastatina y ezetimiba,"hipercolesterolemia primaria, hipercolesterolemia familiar homocigótica",vytorin
127m2004 ssa,vytorin,ezetimiba / simvastatina,"undra ,s.a.de c.v.",c10ba02 simvastatina y ezetimiba,"hipercolesterolemia primaria, hipercolesterolemia familiar homocigótica",vytorin
127m2004 ssa,vytorin,ezetimiba / simvastatina,"undra ,s.a.de c.v.",c10ba02 simvastatina y ezetimiba,"hipercolesterolemia primaria, hipercolesterolemia familiar homocigótica",vytorin
192m2006 ssa,exjade,deferasirox,,v03ac01  agentes quelantes del hierro,"tratamiento de la hemosiderosis transfusional en mayores de 2 años. tratamiento de la sobrecarga crónica de hierro en pacientes que padecen síndromes talasémicos no dependientes de transfusiones (ntdt, por sus siglas en inglés) en mayores de 10 ",exjade
192m2006 ssa,exjade,deferasirox,,v03ac01  agentes quelantes del hierro,"tratamiento de la hemosiderosis transfusional en mayores de 2 años. tratamiento de la sobrecarga crónica de hierro en pacientes que padecen síndromes talasémicos no dependientes de transfusiones (ntdt, por sus siglas en inglés) en mayores de 10 ",exjade
192m2006 ssa,exjade,deferasirox,,v03ac01  agentes quelantes del hierro,"tratamiento de la hemosiderosis transfusional en mayores de 2 años. tratamiento de la sobrecarga crónica de hierro en pacientes que padecen síndromes talasémicos no dependientes de transfusiones (ntdt, por sus siglas en inglés) en mayores de 10 ",exjade
045m2007 ssa,galvus,vildagliptina,,a10bh02  vildagliptina.,para el tratamiento de la diabetes mellitus tipo 2.,galvus
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus
045m2007 ssa,galvus,vildagliptina,,a10bh02  vildagliptina.,para el tratamiento de la diabetes mellitus tipo 2.,galvus
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus met
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus met
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus met
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus met
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus met
180m2008 ssa,galvus met,vildagliptina / metformina,,a10ba02  metformina.,para el tratamiento de la diabetes mellitus tipo 2,galvus met
498m2003 ssa,glivec,imatinib,,l01xe01  imatinib,"pacientes adultos y pediátricos con leucemia mieloide crónica recién diagnósticada, en crisis de fase acelerada o crónica tras el fracaso de un tratamiento con interferón alfa, adultos y pediátricos. leucemia linfoblástica cromosoma filadelfia positivo recién diagnosticada combinada con quimioterapia, adultos con leucemia linfoblástica cromosoma filadelfia positivo resistente al tratamiento en monoterapia, síndromes mielodisplásicos o mieloproliferativos, mastocitosis sistémica, síndrome hipereosinofílico, tumores del estroma gastrointestinal y dermatofibrosarco",glivec
498m2003 ssa,glivec,imatinib,,l01xe01  imatinib,"pacientes adultos y pediátricos con leucemia mieloide crónica recién diagnósticada, en crisis de fase acelerada o crónica tras el fracaso de un tratamiento con interferón alfa, adultos y pediátricos. leucemia linfoblástica cromosoma filadelfia positivo recién diagnosticada combinada con quimioterapia, adultos con leucemia linfoblástica cromosoma filadelfia positivo resistente al tratamiento en monoterapia, síndromes mielodisplásicos o mieloproliferativos, mastocitosis sistémica, síndrome hipereosinofílico, tumores del estroma gastrointestinal y dermatofibrosarco",glivec
498m2003 ssa,glivec,imatinib,,l01xe01  imatinib,"pacientes adultos y pediátricos con leucemia mieloide crónica recién diagnósticada, en crisis de fase acelerada o crónica tras el fracaso de un tratamiento con interferón alfa, adultos y pediátricos. leucemia linfoblástica cromosoma filadelfia positivo recién diagnosticada combinada con quimioterapia, adultos con leucemia linfoblástica cromosoma filadelfia positivo resistente al tratamiento en monoterapia, síndromes mielodisplásicos o mieloproliferativos, mastocitosis sistémica, síndrome hipereosinofílico, tumores del estroma gastrointestinal y dermatofibrosarco",glivec
498m2003 ssa,glivec,imatinib,,l01xe01  imatinib,"pacientes adultos y pediátricos con leucemia mieloide crónica recién diagnósticada, en crisis de fase acelerada o crónica tras el fracaso de un tratamiento con interferón alfa, adultos y pediátricos. leucemia linfoblástica cromosoma filadelfia positivo recién diagnosticada combinada con quimioterapia, adultos con leucemia linfoblástica cromosoma filadelfia positivo resistente al tratamiento en monoterapia, síndromes mielodisplásicos o mieloproliferativos, mastocitosis sistémica, síndrome hipereosinofílico, tumores del estroma gastrointestinal y dermatofibrosarco",glivec
123300el870007,jakavi,ruxolitinib,,,"tratamiento de la mielofibrosis idiopática crónica o mielofibrosis secundaria a policitemia vera o secundaria a trombocitemia idiopática.tratamiento de los pacientes con policitemia vera resistentes o intolerantes a la hidroxiurea. tratamiento de los pacientes de 12 años o más con enfermedad de injerto contra huésped, aguda o crónica, que tienen una respuesta insuficiente a corticoesteroides u otros tratamientos sis",jakavi
123300el870007,jakavi,ruxolitinib,,,"tratamiento de la mielofibrosis idiopática crónica o mielofibrosis secundaria a policitemia vera o secundaria a trombocitemia idiopática.tratamiento de los pacientes con policitemia vera resistentes o intolerantes a la hidroxiurea. tratamiento de los pacientes de 12 años o más con enfermedad de injerto contra huésped, aguda o crónica, que tienen una respuesta insuficiente a corticoesteroides u otros tratamientos sis",jakavi
123300el870007,jakavi,ruxolitinib,,,"tratamiento de la mielofibrosis idiopática crónica o mielofibrosis secundaria a policitemia vera o secundaria a trombocitemia idiopática.tratamiento de los pacientes con policitemia vera resistentes o intolerantes a la hidroxiurea. tratamiento de los pacientes de 12 años o más con enfermedad de injerto contra huésped, aguda o crónica, que tienen una respuesta insuficiente a corticoesteroides u otros tratamientos sis",jakavi
123300el870007,jakavi,ruxolitinib,,,"tratamiento de la mielofibrosis idiopática crónica o mielofibrosis secundaria a policitemia vera o secundaria a trombocitemia idiopática.tratamiento de los pacientes con policitemia vera resistentes o intolerantes a la hidroxiurea. tratamiento de los pacientes de 12 años o más con enfermedad de injerto contra huésped, aguda o crónica, que tienen una respuesta insuficiente a corticoesteroides u otros tratamientos sis",jakavi
123300el870007,jakavi,ruxolitinib,,,"tratamiento de la mielofibrosis idiopática crónica o mielofibrosis secundaria a policitemia vera o secundaria a trombocitemia idiopática.tratamiento de los pacientes con policitemia vera resistentes o intolerantes a la hidroxiurea. tratamiento de los pacientes de 12 años o más con enfermedad de injerto contra huésped, aguda o crónica, que tienen una respuesta insuficiente a corticoesteroides u otros tratamientos sis",jakavi
123300el870007,jakavi,ruxolitinib,,,"tratamiento de la mielofibrosis idiopática crónica o mielofibrosis secundaria a policitemia vera o secundaria a trombocitemia idiopática.tratamiento de los pacientes con policitemia vera resistentes o intolerantes a la hidroxiurea. tratamiento de los pacientes de 12 años o más con enfermedad de injerto contra huésped, aguda o crónica, que tienen una respuesta insuficiente a corticoesteroides u otros tratamientos sis",jakavi
052m2007 ssa,lucentis,ranibizumab,,s01la04 ranibizumab,"lucentis está indicado para el tratamiento de:• la degeneración macular relacionada con la edad (dmre) de tipo neovascular (húmeda).• la pérdida de visión por edema macular diabético (emd).• la pérdida de visión por edema macular secundario a oclusión venosa retiniana (ovr), oclusión de rama venosa retiniana (orvr) u oclusión venosa central (ovc).• la pérdida de visión debida a neovascularización coroidea (nvc) secundaria a miopía patológica (mp).• la pérdida de visión debida a neovascularización coroidea (nvc).• la retinopatía diabética no proliferativa (rdnp) y la retinopatía diabética proliferativa (rdp) moderadamente severas o severas.lucentis está indicado en lactantes prematuros para el tratamiento de:",lucentis
064m2010 ssa,onbrize breezhaler,indacaterol,,r03ac18 indacaterol,broncodilatador.,onbrize
064m2010 ssa,onbrize breezhaler,indacaterol,,r03ac18 indacaterol,broncodilatador.,onbrize
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles hct
046m2009 ssa,rasilles hct,aliskireno / hidroclorotiazida,,,antihipertensivo,rasilles hct
103m2013 ssa,seebri breezhaler,bromuro de glicopirronio,,,broncodilatador. para el alivio de los síntomas de pacientes con enfermedad pulmonar obstructiva crónica (epoc,seebri
227m2008 ssa,tasigna,nilotinib,,l01xe08  nilotinib,"tratamiento de la leucemia mieloide crónica positiva para cromosoma filadelfia, con resistencia o intolerancia a tratamiento previo, incluyendo imatinib. tratamiento de pacientes adultos con leucemia mieloide crónica con cromosoma filadelfia positivo (lmc+ph) de recién diagnostico en fase crón",tasigna
227m2008 ssa,tasigna,nilotinib,,l01xe08  nilotinib,"tratamiento de la leucemia mieloide crónica positiva para cromosoma filadelfia, con resistencia o intolerancia a tratamiento previo, incluyendo imatinib. tratamiento de pacientes adultos con leucemia mieloide crónica con cromosoma filadelfia positivo (lmc+ph) de recién diagnostico en fase crón",tasigna
227m2008 ssa,tasigna,nilotinib,,l01xe08  nilotinib,"tratamiento de la leucemia mieloide crónica positiva para cromosoma filadelfia, con resistencia o intolerancia a tratamiento previo, incluyendo imatinib. tratamiento de pacientes adultos con leucemia mieloide crónica con cromosoma filadelfia positivo (lmc+ph) de recién diagnostico en fase crón",tasigna
227m2008 ssa,tasigna,nilotinib,,l01xe08  nilotinib,"tratamiento de la leucemia mieloide crónica positiva para cromosoma filadelfia, con resistencia o intolerancia a tratamiento previo, incluyendo imatinib. tratamiento de pacientes adultos con leucemia mieloide crónica con cromosoma filadelfia positivo (lmc+ph) de recién diagnostico en fase crón",tasigna
227m2008 ssa,tasigna,nilotinib,,l01xe08  nilotinib,"tratamiento de la leucemia mieloide crónica positiva para cromosoma filadelfia, con resistencia o intolerancia a tratamiento previo, incluyendo imatinib. tratamiento de pacientes adultos con leucemia mieloide crónica con cromosoma filadelfia positivo (lmc+ph) de recién diagnostico en fase crón",tasigna
076m2014 ssa,ultibro breezhaler,indacaterol / glicopirronio,,r03al04 indacaterol y bromuro de glicopirronio,tratamiento broncodilatador de mantenimiento para el alivio de los síntomas y disminución de las reagudizaciones en pacientes adultos con enfermedad pulmonar obstructiva crónica (epo,ultibro
143300el870045,zykadia,ceritinib,,,"tratamiento de pacientes  con cáncer de pulmón de células no pequeñas localmente avanzado o metastásico, positivo para la quinasa de linfoma anaplásico ",zykadia
044m2013 ssa,elicuis,apixabá,"pfizer, s.a. de c.v.",b01af01 rivaroxaban,prevención primaria de enfermedad tromboembólica venosa. prevención primaria de eventos vasculares cerebrales en pacientes con fibrilación auricular no valvular. tratamiento de trombosis venosa profunda (tvp) y embolismo pulmonar (ep) en adultos. prevención de la tvp y el ep recurrentes en adu,elicuis
044m2013 ssa,elicuis,apixabá,"pfizer, s.a. de c.v.",b01af01 rivaroxaban,prevención primaria de enfermedad tromboembólica venosa. prevención primaria de eventos vasculares cerebrales en pacientes con fibrilación auricular no valvular. tratamiento de trombosis venosa profunda (tvp) y embolismo pulmonar (ep) en adultos. prevención de la tvp y el ep recurrentes en adu,elicuis
044m2013 ssa,elicuis,apixabá,"pfizer, s.a. de c.v.",b01af01 rivaroxaban,prevención primaria de enfermedad tromboembólica venosa. prevención primaria de eventos vasculares cerebrales en pacientes con fibrilación auricular no valvular. tratamiento de trombosis venosa profunda (tvp) y embolismo pulmonar (ep) en adultos. prevención de la tvp y el ep recurrentes en adu,elicuis
044m2013 ssa,elicuis,apixabá,"pfizer, s.a. de c.v.",b01af01 rivaroxaban,prevención primaria de enfermedad tromboembólica venosa. prevención primaria de eventos vasculares cerebrales en pacientes con fibrilación auricular no valvular. tratamiento de trombosis venosa profunda (tvp) y embolismo pulmonar (ep) en adultos. prevención de la tvp y el ep recurrentes en adu,elicuis
223m2021 ssa,ibrance-21,palbociclib,"pfizer, s.a. de c.v.",l01ef01 palbociclib,"cáncer de mama avanzado/metastásico rh positivo y her2 negativo:-en combinación con un inhibidor de aromatasa como terapia endócrina inicial en mujeres postmenopaúsicas y hombres.-en mujeres postmenopáusicas, pre y  perimenopáusicas (bajo supresión o ablación ovárica) en combinación con fulvestrant en mujeres que han recibido un tratamie",ibrance
251m2016 ssa,ibrance-21,palbociclib,"pfizer, s.a. de c.v.",ql01xe99  otros principios activos. inhibidores de tirosin kinasa.,"está indicado en mujeres para el tratamiento de cáncer de mama avanzado/metastásico rh positivo y her2 negativo -en combinación con un inhibidor de aromatasa como terapia endócrina inicial en mujeres postmenopaúsicas.-en mujeres postmenopáusucas, pre y  perimenopáusicas (bajo supresión o ablación ovárica) en combinación con fulvestrant en mujeres que han recibido un tratami",ibrance
223m2021 ssa,ibrance-21,palbociclib,"pfizer, s.a. de c.v.",l01ef01 palbociclib,"cáncer de mama avanzado/metastásico rh positivo y her2 negativo:-en combinación con un inhibidor de aromatasa como terapia endócrina inicial en mujeres postmenopaúsicas y hombres.-en mujeres postmenopáusicas, pre y  perimenopáusicas (bajo supresión o ablación ovárica) en combinación con fulvestrant en mujeres que han recibido un tratamie",ibrance
251m2016 ssa,ibrance-21,palbociclib,"pfizer, s.a. de c.v.",ql01xe99  otros principios activos. inhibidores de tirosin kinasa.,"está indicado en mujeres para el tratamiento de cáncer de mama avanzado/metastásico rh positivo y her2 negativo -en combinación con un inhibidor de aromatasa como terapia endócrina inicial en mujeres postmenopaúsicas.-en mujeres postmenopáusucas, pre y  perimenopáusicas (bajo supresión o ablación ovárica) en combinación con fulvestrant en mujeres que han recibido un tratami",ibrance
223m2021 ssa,ibrance-21,palbociclib,"pfizer, s.a. de c.v.",l01ef01 palbociclib,"cáncer de mama avanzado/metastásico rh positivo y her2 negativo:-en combinación con un inhibidor de aromatasa como terapia endócrina inicial en mujeres postmenopaúsicas y hombres.-en mujeres postmenopáusicas, pre y  perimenopáusicas (bajo supresión o ablación ovárica) en combinación con fulvestrant en mujeres que han recibido un tratamie",ibrance
251m2016 ssa,ibrance-21,palbociclib,"pfizer, s.a. de c.v.",ql01xe99  otros principios activos. inhibidores de tirosin kinasa.,"está indicado en mujeres para el tratamiento de cáncer de mama avanzado/metastásico rh positivo y her2 negativo -en combinación con un inhibidor de aromatasa como terapia endócrina inicial en mujeres postmenopaúsicas.-en mujeres postmenopáusucas, pre y  perimenopáusicas (bajo supresión o ablación ovárica) en combinación con fulvestrant en mujeres que han recibido un tratami",ibrance
193300el870115,lorbrena,lorlatinib,"pfizer, s.a. de c.v.1",,tratamiento de pacientes adultos con cáncer de pulmón de células no pequeñas (cpcnp) metastásico cuyos tumores son positivos a la quinasa del linfoma anaplásico (alk) detectado mediante una prueba debidamente val,lorbrena
193300el870115,lorbrena,lorlatinib,"pfizer, s.a. de c.v.1",,tratamiento de pacientes adultos con cáncer de pulmón de células no pequeñas (cpcnp) metastásico cuyos tumores son positivos a la quinasa del linfoma anaplásico (alk) detectado mediante una prueba debidamente val,lorbrena
016m2009 ssa,pristiq,desvenlafaxina,"pfizer, s. a. de c. v.",n06ax23  desvenlafaxina,trastorno depresivo mayor y síntomas vasomotores asociados con la menopausi,pristiq
016m2009 ssa,pristiq,desvenlafaxina,"pfizer, s. a. de c. v.",n06ax23  desvenlafaxina,trastorno depresivo mayor y síntomas vasomotores asociados con la menopausi,pristiq
016m2009 ssa,pristiq,desvenlafaxina,"pfizer, s. a. de c. v.",n06ax23  desvenlafaxina,trastorno depresivo mayor y síntomas vasomotores asociados con la menopausi,pristiq
016m2009 ssa,pristiq,desvenlafaxina,"pfizer, s. a. de c. v.",n06ax23  desvenlafaxina,trastorno depresivo mayor y síntomas vasomotores asociados con la menopausi,pristiq
473m2015 ssa,sayana,medroxiprogesterona,,g03da02  medroxiprogesterona,"anticonceptivo, endometriosis.",sayana
233m2006 ssa,sutent 28,sunitinib,"pfizer, s.a. de c.v.1",l01xe04  sunitinib,inhibidor específico de la tirosin kinasa,sutent
233m2006 ssa,sutent 28,sunitinib,"pfizer, s.a. de c.v.1",l01xe04  sunitinib,inhibidor específico de la tirosin kinasa,sutent
233m2006 ssa,sutent 28,sunitinib,"pfizer, s.a. de c.v.1",l01xe04  sunitinib,inhibidor específico de la tirosin kinasa,sutent
113300el870016,xalkori,crizotinib,"pfizer, s.a. de c.v.",,"tratamiento de pacientes con cáncer de pulmón de células no pequeñas (cpcnp) con mutación del gen codificador de la proteína alk.							tratamiento de pacientes con cáncer de pulmón de células no pequeñas (cpcnp) con ros1",xalkori
113300el870016,xalkori,crizotinib,"pfizer, s.a. de c.v.",,"tratamiento de pacientes con cáncer de pulmón de células no pequeñas (cpcnp) con mutación del gen codificador de la proteína alk.							tratamiento de pacientes con cáncer de pulmón de células no pequeñas (cpcnp) con ros1",xalkori
057m2018 ssa,zavicefta,ceftazidima / avibactam,"pfizer, s.a. de c.v.",j01dd02 ceftazidima,"adultos y pediátricos: infección intrabdominal complicada (iiac), infección del tracto urinario complicada que incluye pielonefritis (ituc), neumonía adquirida en el hospital, que incluye neumonía asociada a ventilador (nav), infecciones por microorganismos aerobios gram – negativos en pacientes con opciones de tratamiento limitadas. el tratamiento de pacientes adultos con bacterias que se produce en asociación con iiac, ituc, na",zavicefta
133m2012 ssa,cimzia,certolizumab pegol,"productos farmaceuticos, s.a. de c.v.",l04ab05  certolizumab pegol,"enfermedad de crohnindicado para reducir los signos y síntomas de la enfermedad de crohn y mantener la respuesta clínica en pacientes con enfermedad activa de moderada a severa y que han tenido una respuesta inadecuada a la terapia convencional.artritis reumatoide indicado para el tratamiento en adultos con artritis reumatoide activa de moderada a severa.artritis psoriásicaindicado para el tratamiento en adultos con artritis psoriásica activa.espondiloartritis axialindicado para el tratamiento de pacientes adultos con espondiloartritis axial, incluyendo aquellos pacientes con espondilitis anquilosante.psoriasis en placasindicado para el tratamiento de la psoriasis en placas de moderada a severa en adultos que son candidatos para la terapia sisté",cimzia
077m2018 ssa,norutec,ilaprazol,"productos farmaceuticos, s.a. de c.v.",a02bc99  otros principios activos. inhibidores de la bomba de protones.,"tratamiento a corto plazo de esofagitis erosiva: está indicado para el tratamiento a corto plazo (hasta 8 semanas) de todos los grados de esofagitis erosiva.tratamiento a corto plazo de úlcera duodenal: está indicado para el tratamiento a corto plazo (hasta 4 semanas) de la úlcera duodenal.tratamiento a corto plazo de úlcera gástrica: está indicado para el tratamiento a corto plazo (durante 4-6 semanas) de la úlcera gástrica.está indicado para la erradicación de h. pylori, en combinación con el esquema antibiótico (amoxicilina, claritromicina) para reducir el riesgo de recurrencia de úlcera gástr",norutec
077m2018 ssa,norutec,ilaprazol,"productos farmaceuticos, s.a. de c.v.",a02bc99  otros principios activos. inhibidores de la bomba de protones.,"tratamiento a corto plazo de esofagitis erosiva: está indicado para el tratamiento a corto plazo (hasta 8 semanas) de todos los grados de esofagitis erosiva.tratamiento a corto plazo de úlcera duodenal: está indicado para el tratamiento a corto plazo (hasta 4 semanas) de la úlcera duodenal.tratamiento a corto plazo de úlcera gástrica: está indicado para el tratamiento a corto plazo (durante 4-6 semanas) de la úlcera gástrica.está indicado para la erradicación de h. pylori, en combinación con el esquema antibiótico (amoxicilina, claritromicina) para reducir el riesgo de recurrencia de úlcera gástr",norutec
077m2018 ssa,norutec,ilaprazol,"productos farmaceuticos, s.a. de c.v.",a02bc99  otros principios activos. inhibidores de la bomba de protones.,"tratamiento a corto plazo de esofagitis erosiva: está indicado para el tratamiento a corto plazo (hasta 8 semanas) de todos los grados de esofagitis erosiva.tratamiento a corto plazo de úlcera duodenal: está indicado para el tratamiento a corto plazo (hasta 4 semanas) de la úlcera duodenal.tratamiento a corto plazo de úlcera gástrica: está indicado para el tratamiento a corto plazo (durante 4-6 semanas) de la úlcera gástrica.está indicado para la erradicación de h. pylori, en combinación con el esquema antibiótico (amoxicilina, claritromicina) para reducir el riesgo de recurrencia de úlcera gástr",norutec
097m2005 ssa,avastin,bevacizumab,,l01xc07  bevacizumab,"cáncer colorrectal metastásico.avastin en combinación con quimioterapia estándar basada en fluoropirimidinas está indicado para el tratamiento de pacientes con carcinoma metastásico de colon o recto.cáncer de mama localmente recurrente o metastásico.avastin en combinación con quimioterapia citotóxica estándar está indicado para el tratamiento de primera línea de pacientes con cáncer de mama localmente recurrente o metastásico.avastin en combinación con taxanos, capecitabina y gemcitabina está indicado para el tratamiento de pacientes con cáncer de mama metastásico después del fracaso de la quimioterapia citotóxica de primera línea.cáncer de pulmón de células no pequeñas localmente avanzado, metastásico o recurrente.avastin, en adición a quimioterapia basada en platino, está indicado para el trtamiento de primera línea de pacientes con cáncer de pulmón de células no pequeñas, no escamoso, avanzado, inoperable, metastásico o recurrente.avastin en combinación con erlotinib, esrimera línea de pacientes con cáncer de pulmón de células no pequeñas, no escamoso, avanzado, inoperable, metastásico o recurrente con mutaciones activantes del receptor del factor de crecimiento epidérmico (egfr).cáncer de células renales avanzado y/o metastásico.avastin en combinación con el interferón alfa-2a está indicado como tratamiento de primera línea de pacientes con cáncer de células renales avanzado y/o metastásico.glioma maligno (grado iv, de acuerdo a la clasificación de la oms) - glioblastoma multiforme.avastin en combinación con radioterapia y temozolomida, está indicado para el tratamiento de pacientes adultos con glioblastoma recién diagnosticado.avastin, solo o en combinación con irinotecan, está indicado para el tratamiento de pacientes con glioblastoma multiforme recurrente o con progresión de la enfermedad.cáncer epitelial de ovario, trompas de falopio y peritoneal primario.avastin en combinación con carboplatino y paclitaxel está indicado para el tratamiento deitelial de ovario, trompas de falopio y peritoneal primario en etapa clínica figo iii y iv.avastin en combinación con carboplatino y gemcitabina está indicado en el tratamiento de pacientes con cáncer epitelial de ovario, trompas de falopio y peritoneal primario con recurrencia y sensibles a platino.avastin en combinación con paclitaxel, topotecán o doxorrubicina liposomal pegilada está indicado para el tratamiento de pacientes con cáncer epitelial de ovario, trompas de falopio o peritoneal primario recurrente y resistente al platino que recibieron no más de dos regímenes quimioterapéuticos previamente.cáncer cervicouterino persistente, recurrente o metastásico.avastin en combinación con paclitaxel y cisplatino o paclitaxel y topotecán está indicado en el tratamiento del carcinoma persistente, recurrente o metastásico de",avastin
097m2005 ssa,avastin,bevacizumab,,l01xc07  bevacizumab,"cáncer colorrectal metastásico.avastin en combinación con quimioterapia estándar basada en fluoropirimidinas está indicado para el tratamiento de pacientes con carcinoma metastásico de colon o recto.cáncer de mama localmente recurrente o metastásico.avastin en combinación con quimioterapia citotóxica estándar está indicado para el tratamiento de primera línea de pacientes con cáncer de mama localmente recurrente o metastásico.avastin en combinación con taxanos, capecitabina y gemcitabina está indicado para el tratamiento de pacientes con cáncer de mama metastásico después del fracaso de la quimioterapia citotóxica de primera línea.cáncer de pulmón de células no pequeñas localmente avanzado, metastásico o recurrente.avastin, en adición a quimioterapia basada en platino, está indicado para el trtamiento de primera línea de pacientes con cáncer de pulmón de células no pequeñas, no escamoso, avanzado, inoperable, metastásico o recurrente.avastin en combinación con erlotinib, esrimera línea de pacientes con cáncer de pulmón de células no pequeñas, no escamoso, avanzado, inoperable, metastásico o recurrente con mutaciones activantes del receptor del factor de crecimiento epidérmico (egfr).cáncer de células renales avanzado y/o metastásico.avastin en combinación con el interferón alfa-2a está indicado como tratamiento de primera línea de pacientes con cáncer de células renales avanzado y/o metastásico.glioma maligno (grado iv, de acuerdo a la clasificación de la oms) - glioblastoma multiforme.avastin en combinación con radioterapia y temozolomida, está indicado para el tratamiento de pacientes adultos con glioblastoma recién diagnosticado.avastin, solo o en combinación con irinotecan, está indicado para el tratamiento de pacientes con glioblastoma multiforme recurrente o con progresión de la enfermedad.cáncer epitelial de ovario, trompas de falopio y peritoneal primario.avastin en combinación con carboplatino y paclitaxel está indicado para el tratamiento deitelial de ovario, trompas de falopio y peritoneal primario en etapa clínica figo iii y iv.avastin en combinación con carboplatino y gemcitabina está indicado en el tratamiento de pacientes con cáncer epitelial de ovario, trompas de falopio y peritoneal primario con recurrencia y sensibles a platino.avastin en combinación con paclitaxel, topotecán o doxorrubicina liposomal pegilada está indicado para el tratamiento de pacientes con cáncer epitelial de ovario, trompas de falopio o peritoneal primario recurrente y resistente al platino que recibieron no más de dos regímenes quimioterapéuticos previamente.cáncer cervicouterino persistente, recurrente o metastásico.avastin en combinación con paclitaxel y cisplatino o paclitaxel y topotecán está indicado en el tratamiento del carcinoma persistente, recurrente o metastásico de",avastin
141m2018 ssa,erivedge,vismodegib,,l01xx99  otros principios activos. otros agentes antineoplásicos,tratamiento de pacientes adultos con carcinoma basocelular metastásico (cbcm) y carcinoma basocelular localmente avanzado (cbcia) para quienes la radioterapia y la cirugía es inadecuad,erivedge
133300el870032,gazyva,obinutuzumab,,,"en combinación con  clorambucilo está indicado para el tratamiento de pacientes con leucemia linfocítica crónica (llc) sin tratamiento previo.en combinación con quimioterapia, seguido de mantenimiento con gazyva está indicado para el  tratamiento de pacientes con linfoma folicular sin tratamiento previo. en combinación con bendamustina, seguido por mantenimiento con gazyva está indicado para el tratamiento de pacientes con linfoma folicular (fl) que no respondieron o tuvieron progresión durante o después del tratamiento con rituximab o un régimen que incluyera",gazyva
166m2013 ssa,kadcyla,trastuzumab emtansina,"productos roche, s. a. de c. v. - 301",l01xc14 trastuzumab etamsina,"cáncer de mama metastásico (cmm):- como agente individual, está indicado para el tratamiento de pacientes con cáncer de mama her2 positivo, no resecable, localmente avanzado o cáncer de mama metastásico, que han recibido tratamiento previo con trastuzumab y un taxano.cáncer de mama en etapa temprana (cmt):- como agente único, está indicado para el tratamiento adyuvante de pacientes adultos con cáncer de mama her2-positivo en etapa temprana que presentan enfermedad residual invasiva en mama y/o ganglios linfáticos después de un tratamiento sistémico neoadyuvante basado en taxano y terapia dirigid",kadcyla
