num,farmaco,forma,concen,fraccion,den_dist,registro,titular,indicacion
1224,"paracetamol /dextrometorfano,bromhidrato de / fenilefrina,clorhidrato de",granulado,650 mg / 20 mg / 10 mg,vi,theraflu daytime,026m2016 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",para el alivio de los sintomas del resfriado y tos.
1225,"paracetamol /difenhidramina, citrato de",comprimido,650 mg / 25 mg,vi,syncol nocturno,462m97 ssa,"grimann, s.a. de c.v.","antihistaminico, analgesico, antipiretico."
1226,"paracetamol / fenilefrina,clorhidrato de",granulado,650 mg / 10 mg,vi,theraflu td,093m2002 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",auxiliar en el tratamiento sintomatico del resfriado comun.
1227,"paracetamol / fenilefrina,clorhidrato de /bromfeniramina, maleato de /dextrometorfano,bromhidrato de",capsula(gelatina blanda),2  5  0   m   g    /   5    m   g  / 2 mg /10 mg,vi,capsiflu total,484m2005 ssa,"gelcaps exportadora de mexico,s.a. de c.v.",auxiliar en el tratamiento sintomatico del resfriado comun.
1228,paracetamol / ibuprofeno,tableta,325 mg / 200 mg,vi,algitrin,525m98 ssa,"dinafarma, s.a. de c.v.","analgesico, antipiretico."
1229,"paracetamol /tramadol, clorhidrato de",tableta,325 mg / 37.5 mg,iv,zaldiar,544m2000 ssa,grunenthal gmbh,"analgesico, antipiretico."
1230,"paracetamol /tramadol, clorhidrato de",tableta,325 mg / 37.5 mg y162.5 mg / 18.75 mg,iv,tramacet,550m2000 ssa,"janssen-cilag, s.a. de c.v.",para el manejo del dolor moderado a severo.
1231,"paracetamol /tramadol, clorhidrato de",tableta(efervescente),325 mg / 37.5 mg,iv,zaldiar,025m2010 ssa,grunenthal gmbh,"analgesico, antipiretico."
1232,"parametasona, acetato de",tableta,2 mg   y   6 mg,iv,dilar,55794 ssa,"innovare r & d, s.a. de c.v.","antiinflamatorio esteroideo, antirreumatico, antialergico."
1233,parecoxib sodico,solucion(inyectable),40 mg/2 ml,iv,dynastat,227m2001 ssa,"pfizer, s.a. de c.v.",analgesico
1234,"pargeverina, clorhidrato de",comprimido,10 mg,iv,plidan,416m95 ssa,"siegfried rhein, s.a. de c.v.",antiespasmodico
1235,paricalcitol,solucion,5 g / 1 ml y10 g / 2 ml,iv,zemplar,133m2006 ssa,abbvie inc,prevencion y tratamiento para el hiperparatiroidismo.
1236,paricalcitol,capsula,2 mcg,iv,zemplar,119m2007 ssa,abbvie inc,prevencion y tratamiento del hiperparatiroidismo.
1237,"paroxetina, clorhidrato de(hemihidratada)",tableta,20 mg,iv,paxil,008m93 ssa,"glaxo wellcome, s.a.",antidepresivo
1238,"paroxetina, clorhidrato de(hemihidratada)",tableta(liberacion prolongada),12.5 mg   y   25 mg,iv,paxil cr,511m2004 ssa,"glaxo wellcome, s.a.",antidepresivo
1239,"paroxetina, clorhidrato de(hemihidratada)",tableta,15 mg   y   20 mg,iv,cronadyn,204m2009 ssa,"grimann, s.a. de c.v.",tratamiento de la eyaculacion precoz.
1240,"pazopanib, clorhidrato de",tableta,200 mg y 400 mg,iv,votrient,174m2011 ssa,novartis pharma ag,inhibidor especifico de la tirosina-cinasa (tki)
1241,pemetrexed disodico,solucion(inyectable),500 mg / 20 ml,iv,alimta,125m2005 ssa,eli lilly and company,"mesotelioma pleural maligno, cancer pulmonar de celulas nopequenas."
1242,pentoxifilina,solucion(inyectable),20 mg/ml,iv,trental,82769 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antiagregante plaquetario agente hemorreologico.
1243,pentoxifilina,tableta(liberacion prolongada),400 mg   y   600 mg,iv,trental,145m86 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antiagregante plaquetario. agente hemorreologico.
1244,perfenazina,tableta,4 mg   y   10 mg,iii,leptopsique,85690 ssa,"psicofarma, s.a. de c.v.",antipsicotico.
1245,perindopril terbutilamina,tableta,2 mg   y   4 mg,iv,coversyl,485m94 ssa,"grimann, s.a. de c.v.","antihipertensivo, antianginoso. hipertension arterial,insuficiencia cardiaca e infarto agudo al miocardio.prevencion de la recurrencia de la enfermedad vascularcerebral isquemica o hemorragica."
1246,permetrina,solucion,"1 g/100 ml, 5 g/100 ml",vi,novo herklin 2000,177m91 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",pediculicida.
1247,picosulfato sodico,jarabe,100 mg/100 ml,vi,anara,070m91 ssa,"productos farmaceuticos,s.a. de c.v.",laxante.
1248,pidotimod,solucion,400 mg/7 mly800 mg/7 ml,iv,adimod,445m94 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",p   a  r a    e  l  t r a  t a  m   i e  n  t o   d  e    lo  s   e  p  i s  o  d  i o  s    d  e   e  x  a  c  e  r b  a   c i o  n   a gudaen pacientes adultos con bronquitis cronica.
1249,pidotimod,tableta,400 mg,iv,adimod,594m94 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",inmunomodulador.
1250,piketoprofeno,aerosol,4 g / 100 g,iv,calmatel,093m2011 ssa,"industrias farmaceuticas almirall, s.a.",antiinflamatorio topico.
1251,piketoprofeno,gel,1.8 g / 100 g,iv,calmatel,062m2007 ssa,"industrias farmaceuticas almirall, s.a.",antiinflamatorio no esteroideo con accion analgesica.
1252,"piketoprofeno, clorhidrato de",crema,1.8 g / 100 g,iv,calmatel,166m2004 ssa,"industrias farmaceuticas almirall, s.a.",antiinflamatorio con accion analgesica.
1253,pimecrolimus,crema,0.01 g/1 gy1 g/100 g,iv,elidel,149m2002 ssa,"laboratorios grossman, s.a.",dermatitis atopica.
1254,"pinaverio, bromuro de",tableta,100 mg,iv,dicetel,0440m79 ssa,"abbott laboratories de mexico,s.a. de c.v.",tratamiento del sindrome de intestino irritable.
1255,"pinaverio, bromuro de /dimeticona",capsula,100 mg / 300 mg,iv,alevian duo,159m2006 ssa,"takeda mexico, s.a. de c.v.","antiinflamatorio, sindrome de intestino irritable."
1256,pinazepam,capsula,5 mg,ii,yunir,084m2004 ssa,"industrias quimico farmaceuticasamericanas, s.a. de c.v.","anticonvulsivante, ansiolitico, relajante muscular."
1257,pindolol,tableta,5 mg,iv,visken,75418 ssa,novartis pharma ag,antihipertensivo.
1258,pioglitazona / metformina,tableta,15 mg/ 850 mg,iv,competact,468m2008 ssa,eli lilly and company,para el tratamiento de la diabetes mellitus tipo 2.
1259,"pioglitazona, clorhidrato de",tableta,"15 mg, 30 mg y 45 mg",iv,zactos,081m2000 ssa,eli lilly and company,para el tratamiento de diabetes mellitus 2.
1260,"pipazetato, clorhidrato de",jarabe,0.2 g/100 ml,iv,selvigon,67908 ssa,"grimann, s.a. de c.v.",antitusivo.
1261,piperacilina monohidratada /tazobactam,solucion(inyectable),4 g/500 mg,iv,tazocin ef,192m2015 ssa,"pfizer, s.a. de c.v.",antibiotico para infecciones ocasionadas por germenesproductores de bacterias.
1262,"piperidolato, clorhidrato de",comprimido,100 mg,iv,dactil ob,59066 ssa,"sanofi-aventis de mexico,s.a. de c.v.",antiespasmodico.
1263,piracetam,tableta,800 mg  y  1200 mg,iv,nootropil,036m85 ssa,"productos farmaceuticos,s.a. de c.v.","para el tratamiento sintomatico del sindrome psicorganicoque incluyen: perdida de la memoria, trastornos de atencion yfalta de direccion, asi como para el tratamiento de lamioclonia cortical, del vertigo y trastornos del equilibrio,insuficiencia vascular cerebral y dislexia en combinacion conterapia de lenguaje."
1264,piracetam,solucion,20 mg / 100 ml,iv,nootropil,89175 ssa,"productos farmaceuticos,s.a. de c.v.","para el tratamiento sintomatico del sindrome psicorganicoque incluyen: perdida de la memoria, trastornos de atencion yf a  l t a    d  e   d  i r e  c  c  ion, asi como para el tratamiento de lamioclonia cortical, del vertigo y trastornos del equilibrio,insuficiencia vascular cerebral y dislexia en combinacion conterapia de lenguaje."
1265,"pirantel, pamoato de",tableta,250 mg,v,combantrin,76888 ssa,"pfizer, s.a. de c.v.",antihelmintico.
1266,"pirantel, pamoato de",suspension,5 g/100 ml,v,combantrin,76803 ssa,"pfizer, s.a. de c.v.",antihelmintico.
1267,"piridostigmina, bromuro de",tableta,60 mg,iv,mestinon,44564 ssa,"laboratorios grossman, s.a.","miastenia gravis, parasimpaticomimetico, antidoto parabloqueadores musculares no despolarizantes."
1268,"piridostigmina, bromuro de",tableta(liberacion prolongada),180 mg,iv,mestinon timespan,530m2002 ssa,"laboratorios grossman, s.a.",miastenia gravis.
1269,pirimetamina,tableta,25 mg,iv,daraprim,40259 ssa,"dinafarma, s.a. de c.v.",para el tratamiento y profilaxis de malaria y toxoplasmosis.
1270,"piritinol, diclorhidrato de",tableta,200 mg,iv,encephabol,61495 ssa,"merck, s.a. de c.v.",oxigenador cerebral.
1271,piroxicam,capsula,20 mg,iv,feldene,188m80 ssa,"pfizer, s.a. de c.v.",antiinflamatorio no esteroideo.
1272,piroxicam,tableta(dispersable),20 mg,iv,feldene,047m86 ssa,"pfizer, s.a. de c.v.",antiinflamatorio no esteroideo.
1273,piroxicam,gel,5 mg/1g,vi,feldene gel,068m87 ssa,"pfizer, s.a. de c.v.",antiinflamatorio no esteroideo.
1274,piroxicam,tableta,20 mg   y   40 mg,iv,dixonal,263m81 ssa,"productos medix, s.a. de c.v.",antiinflamatorio no esteroideo (antirreumatico) con accionanalgesica.
1275,pitavastatinacalcica,tableta,2 mg   y   4 mg,iv,redevant,173m2011 ssa,eli lilly and company,hipocolesterolemiante.
1276,policresuleno,ovulo,0.090 g,iv,albothyl,70315 ssa,"eurofarma laboratorios, s.a.",para el tratamiento de las infecciones vaginales mixtas.
1277,policresuleno,crema,1.8 g/100 g,iv,albothyl,78775 ssa,"eurofarma laboratorios, s.a.","queratolitico, antiseptico de aplicacion cutanea."
1278,policresuleno,solucion,1 g/100 ml,iv,albothyl v,124m92 ssa,"eurofarma laboratorios, s.a.",para el tratamiento de la infecciones vaginales mixtas.
1279,policresuleno,solucion,407.5 mg/1 ml    y40.75 g/100 ml,iv,albothyl,64583 ssa,"eurofarma laboratorios, s.a.",para el tratamiento de la infecciones vaginales mixtas. para eltratamiento de las erosiones y la vagina.
1280,policresuleno,gel,1.8 g/100 g,iv,albothyl,64592 ssa,"eurofarma laboratorios, s.a.","tricomonicida vaginal, antimicotico vaginal."
1281,"polidocanol / lidocaina,clorhidrato de",solucion,0.3818 g/ 0.4056 g/100 ml,v,nene-dent,64347 ssa,"takeda mexico, s.a. de c.v.",anestesico local.
1282,"polidocanol/  lidocaina,clorhidrato de",gel,0.320 g/ 0.340 g/100 g,vi,nene-dent,510m2001 ssa,"eurofarma laboratorios, s.a.",anestesico local.
1283,poliestireno sulfonatocalcico,suspension,14.96 g,iv,novefazol,109m2007 ssa,"probiomed, s.a. de c.v.",prevencion y tratamiento de la hiperkalemia.
1284,posaconazol,suspension,40 mg / ml,iv,spriafil,369m2014 ssa,merck sharp & dohme b.v.,"en el tratamiento profilactico de infecciones fungicasinvasivas en pacientes que estan en alto riesgo; en eltratamiento de aspergilosis, candidiasis esofagica ocandidemia, fusariosis, zigomicosis, criptococcosis,cromoblastomicosis, micetoma, coccidioidomicosis,candidiasis orofaringea."
1285,posaconazol,tableta(liberacion retardada),100 mg,iv,spriafil,018m2017 ssa,merck sharp & dohme b.v.,"en el tratamiento profilactico de infecciones fungicasinvasivas en pacientes que estan en alto riesgo. en eltratamiento de aspergilosis, candidiasis esofagica, ocandidemia, fusariosis, zigomicosis, criptococcosis,cromboblastomicosis, micetoma, coccidioidomicosis."
1286,"potasio, cloruro de",tableta(liberacion prolongada),750 mg  y  1500 mg,iv,corpotasin lp,083m84 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",hipopotasemia.
1287,"potasio, cloruro de",tableta,500 mg,iv,kaliolite,38134 ssa,"merck, s.a. de c.v.",para el tratamiento de la hipocalemia
1288,"potasio, gluconato de",polvo,4.68 g/sobre,iv,corpotasin gk,76778 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",sustituto de potasio.
1289,pramipexol,tableta(liberacion prolongada),"0.375 mg, 0.75 mg,1.5 mg, 3 mgy   4.5 mg",i v,sifrol er,037m2010 ssa,"boehringer ingelheim promeco,s.a. de c.v.",antiparkinsoniano.
1290,"pramipexol, diclorhidrato de",tableta,"0.125 mg, 0.25 mg, 0.5mg, 1 mg   y1.5 mg",iv,sifrol,062m99 ssa,"boehringer ingelheim promeco,s.a. de c.v.","a   n  t i p  a  r k  i n  s  o niano, para el tratamiento del sindrome depiernas inquietas."
1291,prasterona,tableta,50 mg,v,biodhea,604m97 ssa,"productos medix, s.a. de c.v.",coadyuvante para mejorar la disminucion de la capacidadfisica o mental en adultos.
1292,prasterona,capsula,50 mg,v,biolaif,605m97 ssa,"productos medix, s.a. de c.v.",coadyuvante para mejorar la disminucion de la capacidadfisica o mental en adultos.
1293,prazicuantel,tableta,600 mg,iv,cisticid,13m83 ssa,"merck, s.a. de c.v.",neurocisticercosis.
1294,prazosina clorhidrato de,capsula,1 mg   y   2mg,iv,minipres,79195 ssa,"pfizer, s.a. de c.v.",antihipertensivo.
1295,prednicarbato,crema,250 mg / 100 g,iv,peitel,424m2016 ssa,"ferrer internacional, s.a.","dermatitis, eccema y psoriasis."
1296,"prednisolona, acetato de",suspension,10 mg/1ml,iv,prednefrin sf,69456 ssa,"allergan, s.a. de c.v.",antiinflamatorio de uso oftalmico.
1297,"prednisolona, acetato de/sulfacetamida sodica",unguento,5 mg/100 mg/1 g,iv,deltamid ungena,58629 ssa,"laboratorios sophia, s.a. de c.v.",corticoide y anti infeccioso de uso oftalmico.
1298,"prednisolona, fosfato sodico de",solucion,5 mg/1 ml,iv,delta cortiofteno,47454 ssa,"laboratorios sophia, s.a. de c.v.",corticoesteroide oftalmico.
1299,prednisona,tableta,"5 mg, 20 mg   y   50 mg",iv,meticorten,44942 ssa,"aspen mexico, s. de r.l. de c.v.",corticosteroide sistemico.
1300,pregabalina,capsula,"25 mg, 50 mg, 75 mg,150 mg    y   300 mg",iv,lyrica,530m2004 ssa,"pfizer, s.a. de c.v.","analgesico, anticonvulsivante, ansiolitico, sindrome defibromialgia."
1301,pregabalina,solucion,2 g / 100 ml,iv,lyrica,186m2014 ssa,"pfizer, s.a. de c.v.","analgesico, anticonvulsivante, ansiolitico, sindrome defibromialgia."
1302,primidona,tableta,250 mg,iv,mysoline,40520 ssa,"laboratorios columbia, s.a. de c.v.",antiepileptico.
1303,probenecida,tableta,500 mg,iv,benecidvaldecasas,40921 ssa,"laboratorios valdecasas, s.a.",uricosurico.
1304,progesterona,suspension(inyectable),"100 mg/1 ml,200 mg/2 ml  y300 mg/2.75 ml",iv,prosphere,181m2005 ssa,"productos cientificos, s.a. de c.v.",progestageno
1305,progesterona,solucion(inyectable),50 mg / 2 ml,iv,cuerpo amarillofuerte,13571 ssa,"grimann, s.a. de c.v.",progestageno.
1306,progesterona,gel,45m g/1.125 g  y90m g/1.125 g,iv,crinone,303m97 ssa,"merck, s.a. de c.v.",progestageno de uso topico.
1307,progesterona,tableta,100 mg,iv,endometrin,059m2017 ssa,"ferring, s.a. de c.v.",para el refuerzo luteinico como parte de un programa detratamiento de tecnologia de reproduccion asistida enmujeres.
1308,progesterona,capsula,100 mg   y   200 mg,iv,utrogestan,188m93 ssa,"besins healthcare mexico,s.a. de c.v.","sindrome pre-menstrual, irregularidades menstruales,m   a  s  t o  p  a  t i a    b enigna, premenopausia, post-menopausia,infertilidad debido a deficiencia lutea, amenaza de aborto,amenaza de parto pretermino."
1309,progesterona / estradiol,solucion(inyectable),50 mg / 5 mg,iv,metrigen fuerte,51747 ssa,"aspen mexico, s. de r.l. de c.v.",estrogeno progestageno sistemico.
1310,progesterona / estradiol,suspension(inyectable / liberacionprolongada),"(15 mg, 0.5 mg) / 0.5 mly   (20 mg, 1 mg) / 1 ml",iv,juvenum,022m2013 ssa,"productos cientificos, s.a. de c.v.",terapia de reemplazo hormonal.
1311,"propafenona, clorhidrato de",tableta,150 mg   y   300 mg,iv,norfenon,079m82 ssa,"abbott laboratories de mexico,s.a. de c.v.",antiarritmico.
1312,"propanolol, clorhidrato de",tableta,"10 mg, 40 mg   y   80mg",iv,inderalici,64082 ssa,"astrazeneca, s.a. de c.v.","antimigranoso, antihipertensivo, bloqueador de los receptoresbeta-adrenergicos."
1313,propofol,emulsion(inyectable),"500 mg/50 ml,1 g/100 ml  y200 mg/20 ml",iv,diprivan,311m87 ssa,"representaciones e investigacionesmedicas,                                  s.a. de c.v.",anestesico general.
1314,prucaloprida,comprimido,1 mg   y   2 mg,iv,resotrans,066m2012 ssa,"janssen-cilag, s.a. de c.v.",estimulante de la motilidad gastrointestinal.
1315,quetiapina,tableta,"25 mg, 100 mg   y300 mg",iv,seroquel,071m98 ssa,"astrazeneca, s.a. de c.v.","antipsicotico.para el tratamiento de psicosis agudas ycronicas, incluyendo esquizofrenia. trastorno bipolar."
1316,quetiapina,tableta(liberacion prolongada),"5  0    m   g  ,  150 mg   y300 mg",iv,seroquel xr,113m2012 ssa,"astrazeneca, s.a. de c.v.","esquizofrenia, trastorno bipolar, trastorno depresivo mayor ytrastorno de ansiedad generalizada."
1317,"quinagolida, clorhidrato de",comprimido,25 mcg   y   75 mcg,iv,norprolac,343m94 ssa,"ferring, s.a. de c.v.",inhibidor de secrecion de prolactina para el tratamiento de lahiperprolactinemia.
1318,"quinapril, clorhidrato de",tableta,"10 mg, 20 mg   y40 mg",iv,acupril,341m90 ssa,"pfizer, s.a. de c.v.",antihipertensivo.
1319,"rabeprazol, sodico",tableta(liberacion retardada),10 mg   y   20 mg,iv,pariet,505m98 ssa,"janssen-cilag, s.a. de c.v.",para el tratamiento de la ulcera peptica gastrica y duodenal.
1320,racecadrotilo,capsula,100 mg,iv,hidrasec,594m98 ssa,"ferrer internacional, s.a.",antidiarreico.
1321,racecadrotilo,granulado,10 mg  y  30 mg,iv,hidrasec,125m2000 ssa,"ferrer internacional, s.a.",antidiarreico.
1322,"raloxifeno, clorhidrato de",tableta,60 mg,iv,evista,586m97 ssa,eli lilly and company,"tratamiento y prevencion de la osteoporosis en mujerespostmenopausicas, prevencion del cancer de mama enmujeres postmenopausicas con osteoporosis."
1323,raltegravir potasico,comprimido,400 mg,iv,isentress,308m2007 ssa,merck sharp & dohme b.v.,indicado en combinacion de otros antirretrovirales para eltratamiento de la infeccion por el virus de la inmunodeficienciahumana (vih-1).
1324,ramipril,tableta,"2.5 mg, 5 mg   y10 mg",iv,tritace,040m92 ssa,"dinafarma, s.a. de c.v.",antihipertensivo.
1325,ranelato de estroncio,granulado,2 g,iv,protos,609m2005 ssa,"laboratorios servier, s.l.",tratamiento y prevencion de la osteoporosis en mujerespostmenopausicas.
1326,"rasagilina, mesilato de",tableta,1 mg,iv,azilect,156m2006 ssa,"lemery, s.a. de c.v.",antiparkinsoniano.
1327,"remifentanilo, clorhidrato de",solucion(inyectable),2 mg   y   5 mg,i,ultiva,541m98 ssa,"aspen mexico, s. de r.l. de c.v.",analgesico narcotico.
1328,ribavirina,capsula,400 mg,iv,vilona,85081 ssa,"tecnofarma, s.a. de c.v.","tratamiento de infecciones virales como herpes labial,gingivoestomatitis herpetica, herpes genital primario yrecurrente incluyendo la profilaxis; herpes zoster y varicela enpacientes inmunocompetentes e inmunodeprimidos,parotiditis, hepatitis viral a, b y c agudas y, b y c cronicas,infecciones respiratorias por virus sincicial respiratorio,parainfluenza e influenza a y b."
1329,rifamicina sv sal sodica,solucion,1 g/100 ml,iv,rifocyna,210m87 ssa,"sanofi-aventis de mexico, s.a. de c.v.",antibiotico topico.
1330,rifampicina,capsula,300 mg,iv,rifadin,69441 ssa,"sanofi-aventis de mexico,s.a. de c.v.",a   n  t i biotico para infecciones ocasionadas por bacteriassusceptibles.
1331,rifampicina,suspension,2 g/100 ml,iv,rifadin,70964 ssa,"sanofi-aventis de mexico,s.a. de c.v.",a   n  t i f i m   ico para infecciones ocasionadas por germenessusceptibles.
1332,"rifampicina / isoniazida /pirazinamida / etanbutol,clorhidrato de",tableta,150 mg/75 mg/400 mg/300 mg,iv,dotbal,488m2003 ssa,"laboratorios silanes, s.a. de c.v.",tratamiento de la tuberculosis.
1333,rifaximina  (forma alfa),tableta,"200 mg, 400 mg   y550 mg",iv,flonorm,472m98 ssa,alfasigma s.p.a.,antibiotico para infecciones ocasionadas por bacteriassusceptibles.
1334,rifaximina,suspension,100 mg / 5 ml,iv,flonorm,033m99 ssa,alfasigma s.p.a.,antibiotico para infecciones ocasionadas por bacteriassusceptibles.
1335,riluzole,tableta,50 mg,iv,rilutek,133m97 ssa,"sanofi-aventis de mexico,s.a. de c.v.",para el tratamiento de la esclerosis multiple
1336,"rimantadina, clorhidrato de",solucion,1 g/100 ml   y5 g /100 ml,iv,gabirol,237m98 ssa,"productos farmaceuticos,s.a. de c.v.",antiviral.
1337,"rimantadina, clorhidrato de",capsula,100 mg,iv,gabirol,78931 ssa,"productos farmaceuticos,s.a. de c.v.",antiviral.
1338,risedronato de sodio /vitamina d3 (colecalciferol),tableta,"35 mg / 2000 ui,35 mg / 2800 ui,35 mg / 5600 ui,150 mg / 12 000 ui    y300 mg / 12 000 ui.",i v,seralis vip,188m2007 ssa,"landsteiner scientific, s.a. de c.v.",tratamiento y prevencion de la osteoporosis en hombres ymujeres.
1339,risperidona,solucion,100 mg/100 ml,iv,risperdal,039m95 ssa,"janssen-cilag, s.a. de c.v.","ezquizofrenia, trastorno bipolar tipo 1, trastornosesquizoafectivos, ninos y adolescentes con autismo."
1340,risperidona,tableta,"1 mg, 2 mg   y   3 mg",iv,risperdal,098m93 ssa,"janssen-cilag, s.a. de c.v.","tratamiento de esquizofrenia, trastorno bipolar y autismo."
1341,risperidona,suspension(inyectable / liberacionprolongada),25 mg/2 ml   y37.5 mg /2 ml,iv,risperdal consta,270m2002 ssa,"janssen-cilag, s.a. de c.v.","esquizofrenia, trastorno bipolar i, trastornos esquizoafectivos."
1342,risperidona,tableta(dispersable),1.0 mg   y   2.0 mg,iv,risperdal quicklet,589m2002 ssa,"janssen-cilag, s.a. de c.v.",antipsicotico.
1343,ritonavir,tableta,100 mg,iv,norvir,244m2012 ssa,abbvie inc,antirretroviral.
1344,rivaroxaban,comprimido,"2.5 mg, 10 mg,15 mg   y   20 mg",iv,xarelto,357m2008 ssa,"bayer de mexico, s.a. de c.v.",antitrombotico.
1345,rivastigmina,parche,"9 mg, 18 mg   y   27 mg",iv,exelon,293m2007 ssa,novartis pharma ag,demencia entre leve y moderadamente severa de tipoalzheimer. demencia severa de tipo alzheimer. demenciaentre leve y moderadamente grave asociada a la enfermedadde parkinson.
1346,"rizatriptan, benzoato de",laminilla,5 mg   y   10 mg,iv,maxalt rpd,024m98 ssa,"schering-plough, s.a. de c.v.",antimigranoso.
1347,"rocuronio, bromuro de",solucion(inyectable),50 mg/5 ml,iv,esmeron,235m96 ssa,merck sharp & dohme b.v.,"adyuvante de la anestesia general para facilitar la intubaciontraqueal durante la induccion de rutina y de secuencia rapida,y para proporcionar relajacion musculoesqueletica durante lacirugia tanto en adultos como en pacientes pediatricos desderecien nacidos hasta adolescentes. adyuvante en la unidadde cuidados intensivos para facilitar la intubacion y ventilacionmecanica."
1348,rosuvastatina calcica,tableta,"5 mg, 10 mg, 20 mg   y40 mg",iv,crestor,177m2003 ssa,"astrazeneca, s.a. de c.v.","hipocolesterolemiante, hiperlipidemia mixta."
1349,rosuvastatina / ezetimiba,tableta,10 mg / 10 mg   y20 mg / 10 mg,iv,trezete,019m2020 ssa,"laboratorios silanes, s.a. de c.v.","tratamiento y control de las dislipidemias. reduccion delcoleterol ldl, colesterol total, apolipoproteina b (apo b),trigliceridos elevados en pacientes con hipercolesterolemiaprimaria (familiar heterocigotica y no familiar) y dislipidemiamixta (fredrickson tipos iia e iib). reduccion del colesteroltotal y ldl en pacientes con hipercolesterolemia familiarhomocigotica tanto como monoterapia o como coadyuvantede la dieta y otros tratamientos hipolipemiantes (por ejemplo,aferesis de ldl) si dichos tratamientos no son suficientes."
1350,rotigotina,parche,"4.5 mg, 9 mg,13.5 mg   y   18 mg",iv,nubrenza,249m2009 ssa,"productos farmaceuticos,s.a. de c.v.",antiparkinsoniano.
1351,"rupatadina, fumarato de",tableta,10 mg,iv,repafet,084m2011 ssa,"productos cientificos, s.a. de c.v.","antihistaminico para rinitis alergica, estacional y perenne."
1352,"salbutamol, sulfato de",solucion(inyectable),0.5 mg/ml,iv,ventolin,88021 ssa,"glaxosmithkline mexico, s.a. de c.v.",broncodilatador.
1353,"salbutamol, sulfato de",solucion(para nebulizacion),5 mg / 1ml,iv,ventolin,86514 ssa,"glaxo wellcome, s.a.",broncodilatador.
1354,"salbutamol, sulfato de",tableta,2mg   y   4mg,iv,ventolin,77849 ssa,"glaxo wellcome, s.a.",broncodilatador.
1355,"salbutamol, sulfato de",solucion,0.040 g / 100 ml,iv,ventolin,80307 ssa,"glaxosmithkline mexico, s.a. de c.v.",broncodilatador.
1356,"salbutamol, sulfato de(micronizado)",aerosol(para inhalacion),0.1328 g/ 100 g,iv,ventolin,72948 ssa,"glaxo wellcome, s.a.",broncodilatador.
1357,"salmeterol, xinofoato de",aerosol(para inhalacion),0.33 mg/ 1g,iv,serevent,438m93 ssa,"glaxosmithkline mexico, s.a. de c.v.",broncodilatador.
1358,"s-amlodipino,nicotinato de",tableta,2.5 mg,iv,eslodinepin,005m2011 ssa,"asofarma de mexico, s.a. de c.v.",antihipertensivo.
1359,"saxagliptina, clorhidrato de",tableta,2.5 mg   y   5 mg,iv,onglyza,221m2009 ssa,"astrazeneca, s.a. de c.v.",para el tratamiento de la diabetes mellitus tipo 2.
1360,"saxagliptina, clorhidrato de /metformina, clorhidrato de",tableta(liberacion inmediata /liberacion prolongada),5   m   g   /  1   0  0  0   m  g;5 mg / 500 mg   y2.5 mg / 1000 mg,i v,kombiglyze xr,138m2012 ssa,"astrazeneca, s.a. de c.v.","hipoglucemiante, tratamiento de diabetes mellitus tipo 2."
1361,secnidazol,comprimido,"250 mg, 500 mg   y1 g",iv,secnidal,82710 ssa,"sanofi-aventis de mexico,s.a. de c.v.",tricomoniasis. lamblicida. antiamibiano.
1362,"selegilina, clorhidrato de",tableta,5.5 mg,iv,niar,052m96 ssa,"abbott laboratories de mexico,s.a. de c.v.",antiparkinsoniano.
1363,senosidos a-b,tableta,8.6 mg,vi,senokot,51727 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",laxante.
1364,senosidos a-b,solucion,200 mg/ 100 ml,vi,x-prep liquido,66997 ssa,"ferring, s.a. de c.v.",laxante.
1365,senosidos a-b,tableta,17.2 mg,vi,senokot f,093m91 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",laxante.
1366,senosidos a-b /prunus domestica(ciruela pasa),capsula(gelatina blanda),12 mg / 50 mg,vi,laxacaps,236m86 ssa,"gelcaps exportadora de mexico,s.a. de c.v.",laxante.
1367,senosidos / docusato desodio,comprimido,8.6 mg / 50 mg,vi,laxoya,390m2001 ssa,"dinafarma, s.a. de c.v.",laxante.
1368,serratiopeptidasa,tableta,5 mg   y   10 mg,iv,danzen,76248 ssa,"grimann, s.a. de c.v.",enzimas fibrinoliticas.
1369,"sertaconazol, nitrato de",crema,2 g / 100 g,iv,ertaczo,105m98 ssa,"ferrer internacional, s.a.",infecciones micoticas de la piel.
1370,"sertralina , clorhidrato de",tableta,50 mg   y   100 mg,iv,altruline,339m95 ssa,"pfizer, s.a. de c.v.","antidepresivo, inhibidor selectivo de recaptura de serotonina5 ht"
1371,"sertralina , clorhidrato de",capsula,100 mg,iv,altruline,208m92 ssa,"pfizer, s.a. de c.v.",depresion con o sin mania. trastorno obsesivo compulsivo.trastorno panico. trastorno de estres postraumatico. fobiasocial.
