nombre_producto,sustancia,forma_farm,lab,presentacion
pontiride,sulpirida,tabletas birranuradas,psicofarma,"1 caja, 20 tabletas, 200 miligramos"
pontiride,sulpirida,tabletas birranuradas,psicofarma,"1 caja, 50 tabletas, 50 miligramos"
popram,pantoprazol,tabletas,amsa,"1 caja, 14 tabletas,"
popram,pantoprazol,tabletas,amsa,"1 caja, 28 tabletas,"
popram,pantoprazol,tabletas,amsa,"1 caja, 7 tabletas,"
portem,paracetamol (acetaminofen),tabletas,bruluart,"1 caja,10 tabletas,500 mg"
portem,paracetamol (acetaminofen),tabletas,bruluart,"1 caja,10 tabletas,750 mg"
poscirol,anastrozol,tabletas,hetero drugs,"1 caja, 14 tabletas, 1 mg"
poscirol,anastrozol,tabletas,hetero drugs,"1 caja, 28 tabletas, 1 mg"
posipen,dicloxacilina,capsulas,sanfer,"1 caja, 12 capsulas, 500 miligramos"
posipen,dicloxacilina,capsulas,sanfer,"1 caja, 20 capsulas, 500 miligramos"
posipen,dicloxacilina,capsulas,sanfer,"1 caja, 20 capsulas, 250 miligramos"
posipen,dicloxacilina,solucion inyectable,sanfer,"1 frasco ampula con liofilizado y ampolleta de diluyente, 4 ml, 500 mg"
posipen,dicloxacilina,suspension,sanfer,"1 caja, 1 frasco con polvo, 90 ml, 250/5 m/ml"
posipen,dicloxacilina,suspension,sanfer,"1 caja, 1 frasco con polvo, 90 ml, 125/5 mg/ml"
posipen,dicloxacilina,tabletas,sanfer,
posipen,dicloxacilina,tabletas de liberacion prolongada,sanfer,"1 caja, 10 tabletas de liberacion prolongada, 1 gramos"
posipen,dicloxacilina,tabletas de liberacion prolongada,sanfer,"1 caja, 6 tabletas de liberacion prolongada, 1 gramos"
posipen 12 h,dicloxacilina,tabletas liberacion prolongada,sanfer,"1 caja, 10 tabletas de liberacion prolongada, 1 gramos"
posipen 12 h,dicloxacilina,tabletas liberacion prolongada,sanfer,"1 caja, 10 tabletas de liberacion prolongada, 500 mg"
posipen 12 h,dicloxacilina,tabletas liberacion prolongada,sanfer,"1 caja, 6 tabletas de liberacion prolongada, 1 gramos"
posipen 12 h,dicloxacilina,tabletas liberacion prolongada,sanfer,"1 caja, 6 tabletas de liberacion prolongada, 500 mg"
postday,levonorgestrel,comprimidos,ifa celtics,"1 caja, 1 comprimidos, 1.5 miligramos"
postday,levonorgestrel,comprimidos,ifa celtics,"1 caja, 2 comprimidos, 0.75 miligramos"
postinor unidosis,levonorgestrel,tabletas,gedeon richter,"1 caja, 1 tabletas, 1.5 mg"
posture d,"calcio, fosfato dibasico,                                vitamina d3 (colecalciferol)",tabletas,pfizer,"1 caja , 1 frasco(s) , 30 tabletas"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 frasco(s), 20 tabletas, 800000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, envase(s) de burbuja, 20 tabletas, 400000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, envase(s) de burbuja, 20 tabletas, 800000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 frasco(s), 20 tabletas, 400000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, 1 frasco(s), 20 tabletas, 400000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, 1 frasco(s), 20 tabletas, 800000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, 1 frasco(s), 40 tabletas, 400000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, 1 frasco(s), 40 tabletas, 800000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, envase(s) de burbuja, 40 tabletas, 800000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 caja, envase(s) de burbuja, 40 tabletas, 400000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 frasco(s), 40 tabletas, 800000 unidades"
pota-vi-kin,fenoximetilpenicilina,tabletas,productos farmaceuticos collins,"1 frasco(s), 40 tabletas, 400000 unidades"
poverful,tadalafil,tabletas,weser pharma,"1 caja, 1 tabletas, 20 mg"
poverful,tadalafil,tabletas,weser pharma,"1 caja, 14 tabletas, 5 mg"
poverful,tadalafil,tabletas,weser pharma,"1 caja, 28 tabletas, 5 mcg"
poverful,tadalafil,tabletas,weser pharma,"1 caja, 4 tabletas, 20 mg"
poverful,tadalafil,tabletas,weser pharma,"1 caja, 8 tabletas, 20 mg"
poverful jt,tadalafil,tabletas masticables,weser pharma,"1 caja, 1 tabletas masticables, 20 mg"
poverful jt,tadalafil,tabletas masticables,weser pharma,"1 caja, 4 tabletas masticables, 20 mg"
poverful jt,tadalafil,tabletas masticables,weser pharma,"1 caja, 8 tabletas masticables, 20 mg"
powerpicc nursing,,cateter central de insercion periferica,becton dickinson,"1 dispositivo,"
powerpicc sherlock 3cg,,cateter central de insercion periferica,becton dickinson,"1 dispositivo,"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 10 capsulas, 150 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 10 capsulas, 110 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 10 capsulas, 75 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 20 capsulas, 150 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 20 capsulas, 75 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 20 capsulas, 110 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 30 capsulas, 75 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 30 capsulas, 150 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 30 capsulas, 110 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 60 capsulas, 75 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 60 capsulas, 150 mg"
pradaxar,dabigatran,capsulas,boehringer ingelheim,"1 caja, 60 capsulas, 110 mg"
pramigel,"hidroxido de aluminio,                                magnesio, hidroxido de,                                metoclopramida,                                simeticona",comprimidos,carnot,"1 caja,20 comprimidos,"
pramigel,"hidroxido de aluminio,                                magnesio, hidroxido de,                                metoclopramida,                                simeticona",comprimidos,carnot,"1 caja,30 comprimidos,"
pramigel,"hidroxido de aluminio,                                magnesio, hidroxido de,                                metoclopramida,                                simeticona",comprimidos,carnot,"1 caja,60 comprimidos,"
pramigel,"hidroxido de aluminio,                                magnesio, hidroxido de,                                metoclopramida,                                simeticona",suspension,carnot,"1 caja , 1 frasco(s) , 170 ml"
pramigel,"hidroxido de aluminio,                                magnesio, hidroxido de,                                metoclopramida,                                simeticona",suspension,carnot,"1 caja, 1 suspension, 180 ml, 3.3 mg"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 10 tabletas, 0.5 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 10 tabletas, 1 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 10 tabletas, 0.25 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 20 tabletas, 0.5 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 20 tabletas, 0.25 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 20 tabletas, 1 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 30 tabletas, 0.25 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 30 tabletas, 0.5 miligramos"
pramipexol,pramipexol,tabletas,amsa,"1 caja, 30 tabletas, 1 miligramos"
pramotil,metoclopramida,solucion inyectable,pisa,"1 caja, 6 ampolleta(s), 2 ml, 10/2 mg/ml"
pramotil,metoclopramida,solucion inyectable,pisa,"1 caja, 3 ampolleta(s), 5 ml, 100/5 mg/ml"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 14 tabletas, 90 mg"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 14 tabletas, 60 mg"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 28 tabletas, 90 mg"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 28 tabletas, 60 mg"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 7 tabletas, 90 mg"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 7 tabletas, 120 mg"
pranatinex,etoricoxib,tabletas,aspen labs,"1 caja, 7 tabletas, 60 mg"
prandin,repaglinida,tabletas,sanfer,"1 caja, 120 tabletas, 1 miligramos"
prandin,repaglinida,tabletas,sanfer,"1 caja, 120 tabletas, 2 miligramos"
prandin,repaglinida,tabletas,sanfer,"1 caja, 30 tabletas, 2 miligramos"
prandin,repaglinida,tabletas,sanfer,"1 caja, 30 tabletas, 1 miligramos"
prandin,repaglinida,tabletas,sanfer,"1 caja, 60 tabletas, 2 miligramos"
prandin,repaglinida,tabletas,sanfer,"1 caja, 90 tabletas, 1 miligramos"
pranosine,metisoprinol,jarabe,sanfer,"1 frasco(s), 60 ml, 250/5 mg/ml"
pranosine,metisoprinol,tabletas,sanfer,"1 caja, 20 tabletas, 500 miligramos"
pravastatina,pravastatina,tabletas,amsa,"1 caja, 30 tabletas, 10 miligramos"
praxbind,idarucizumab,solucion inyectable,boehringer ingelheim,"1 caja, 2 frasco(s) ampula de vidrio, 2.5/50 mg/ml"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,1 frasco(s),100 capsulas,20 mg"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,1 frasco(s),14 capsulas,20 mg"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,2 frasco(s),14 capsulas,20 mg"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,1 frasco(s),28 capsulas,20 mg"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,1 frasco(s),4 capsulas,20 mg"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,1 frasco(s),60 capsulas,20 mg"
prazidec a-20,omeprazol,capsulas,tecnofarma,"1 caja,1 frasco(s),7 capsulas,20 mg"
prazidec-i,omeprazol,solucion,tecnofarma,"1 caja , 1 frasco(s) ampula , 1 ampolletas , 10  mililitros"
prazolan,pantoprazol,grageas,liomont,"1 caja, 14 grageas, 20 miligramos"
prazolan,pantoprazol,grageas,liomont,"1 caja, 14 grageas, 40 miligramos"
prazolan,pantoprazol,grageas,liomont,"1 caja, 28 grageas, 40 miligramos"
prazolan,pantoprazol,grageas,liomont,"1 caja, 28 grageas, 20 miligramos"
prazolan,pantoprazol,grageas,liomont,"1 caja, 7 grageas, 20 miligramos"
prazolan,pantoprazol,grageas,liomont,"1 caja, 7 grageas, 40 miligramos"
prazolan,pantoprazol,solucion inyectable,liomont,"1 caja, 1 frasco(s) ampula, 10 ml, 40 miligramos"
prazolan,pantoprazol,tabletas,liomont,"1 caja, 14 tabletas, 40 mg"
prazolan,pantoprazol,tabletas,liomont,"1 caja, 14 tabletas, 20 mg"
prazolan,pantoprazol,tabletas,liomont,"1 caja, 28 tabletas, 40 mg"
prazolan,pantoprazol,tabletas,liomont,"1 caja, 28 tabletas, 20 mg"
prazolan,pantoprazol,tabletas,liomont,"1 caja, 7 tabletas, 20 mg"
prazolan,pantoprazol,tabletas,liomont,"1 caja, 7 tabletas, 40 mg"
precedex,dexmedetomidina,solucion,pfizer,"1 caja, 1 frasco(s), 200/2 g/ml"
precedex,dexmedetomidina,solucion,pfizer,"1 caja, 5 frasco(s), 200/2 g/ml"
precedex,dexmedetomidina,solucion,pfizer,"1 caja, 25 frasco(s), 200/2 g/ml"
precedex,dexmedetomidina,solucion,pfizer,"1 caja, 10 frasco(s), 80/20 g/ml"
precedex,dexmedetomidina,solucion,pfizer,"1 charola, 20 frasco(s), 200/50 g/ml"
precedex,dexmedetomidina,solucion,pfizer,"1 charola, 10 frasco(s), 400/100 g/ml"
precicol,"butilhioscina,                                paracetamol (acetaminofen)",solucion,liferpal,"1 caja,1 frasco gotero,20 ml,"
precicol,"butilhioscina,                                paracetamol (acetaminofen)",tabletas,liferpal,"1 caja,1 envase(s) de burbuja,10 tabletas,"
precicol,"butilhioscina,                                paracetamol (acetaminofen)",tabletas,liferpal,"1 caja,1 envase(s) de burbuja,20 tabletas,"
precipra,escitalopram,tabletas,pfizer,"1 caja , 10 tabletas , 10  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 10 tabletas , 20  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 14 tabletas , 10  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 14 tabletas , 20  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 20 tabletas , 20  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 20 tabletas , 10  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 28 tabletas , 10  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 28 tabletas , 20  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 30 tabletas , 20  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 30 tabletas , 10  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 42 tabletas , 10  miligramos"
precipra,escitalopram,tabletas,pfizer,"1 caja , 42 tabletas , 20  miligramos"
predial,metformina,tabletas,silanes,"1 caja,30 tabletas,500 mg"
predial,metformina,tabletas,silanes,"1 caja,30 tabletas,850 mg"
predial,metformina,tabletas,silanes,"1 caja,40 tabletas,1000 mg"
predial,metformina,tabletas,silanes,"1 caja,40 tabletas,500 mg"
predial,metformina,tabletas,silanes,"1 caja,60 tabletas,500 mg"
predial plus,metformina,tabletas,silanes,"1 caja,15 tabletas,500 mg"
predial plus,metformina,tabletas,silanes,"1 caja,15 tabletas,850 mg"
predial plus,metformina,tabletas,silanes,"1 caja,15 tabletas,1000 mg"
predial plus,metformina,tabletas,silanes,"1 caja,30 tabletas,1000 mg"
predial plus,metformina,tabletas,silanes,"1 caja,30 tabletas,850 mg"
predial plus,metformina,tabletas,silanes,"1 caja,30 tabletas,500 mg"
predial plus,metformina,tabletas,silanes,"1 caja,60 tabletas,850 mg"
predial plus,metformina,tabletas,silanes,"1 caja,60 tabletas,500 mg"
prednefrin sf,prednisolona,suspension oftalmica,allergan,"1 caja, 1 frasco gotero, 10 ml, 0.12 porcentaje"
prednefrin sf,prednisolona,suspension oftalmica,allergan,"1 caja, 1 frasco gotero, 5 ml, 1 porcentaje"
prednisona,prednisona,tabletas,amsa,"1 caja, 20 tabletas, 5 miligramos"
prednisona,prednisona,tabletas,amsa,"1 caja, 20 tabletas, 50 miligramos"
prednisona,prednisona,tabletas,amsa,"1 caja, 30 tabletas, 5 miligramos"
predxal,telmisartan,tabletas,armstrong,"1 caja,14 tabletas,40 mg"
predxal,telmisartan,tabletas,armstrong,"1 caja,14 tabletas,80 mg"
predxal,telmisartan,tabletas,armstrong,"1 caja,28 tabletas,40 mg"
predxal,telmisartan,tabletas,armstrong,"1 caja,28 tabletas,80 mg"
predxal plus,"hidroclorotiazida,                                telmisartan",tabletas,armstrong,"1 caja, 14 tabletas, 80/12.5 mg/mg"
pregabalina,pregabalina,capsulas,amsa,"1 caja, 14 capsulas, 75 miligramos"
pregabalina,pregabalina,capsulas,amsa,"1 caja, 14 capsulas, 150 miligramos"
pregabalina,pregabalina,capsulas,amsa,"1 caja, 28 capsulas, 150 miligramos"
pregabalina,pregabalina,capsulas,amsa,"1 caja, 28 capsulas, 75 miligramos"
pregabalina,pregabalina,capsulas,amsa,"1 caja, 60 capsulas, 75 miligramos"
pregabalina,pregabalina,capsulas,amsa,"1 caja, 60 capsulas, 150 miligramos"
pregesix,itoprida,tabletas,italmex,"1 caja, 30 tabletas, 50 mg"
pregesix,itoprida,tabletas,italmex,"1 caja, 60 tabletas, 50 mg"
pregnus,fosfomicina,capsulas,siegfried rhein,"1 caja, 12 capsulas, 500 mg"
pregnus,fosfomicina,capsulas,siegfried rhein,"1 caja, 24 capsulas, 500 mg"
pregnus,fosfomicina,capsulas,siegfried rhein,"1 caja, 6 capsulas, 500 mg"
pregnus,fosfomicina,suspension,siegfried rhein,"1 caja, 1 frasco con polvo, 120 ml, 250 mg"
pregnus,fosfomicina,suspension,siegfried rhein,"1 caja, 1 frasco con polvo, 60 ml, 250 mg"
pregnus uti,fosfomicina,polvo,siegfried rhein,"1 caja, 1 frasco(s), 2 g,"
pregnus uti,fosfomicina,polvo,siegfried rhein,"1 caja, 1 frasco(s), 3 g,"
premarin,estrogenos conjugados,tabletas,pfizer,"1 caja ,  envase de burbuja (aluminio-pvc) , 28 tabletas , 0.300  miligramos"
premarin,estrogenos conjugados,tabletas,pfizer,"1 caja, envase de burbuja (aluminio-pvc), 28 tabletas, 0.625 miligramos"
premarin,estrogenos conjugados,tabletas,pfizer,"1 caja, envase de burbuja (aluminio-pvc), 42 tabletas, 0.625 miligramos"
premarin,estrogenos conjugados,tabletas,pfizer,"1 caja ,  envase de burbuja (aluminio-pvc) , 42 tabletas , 0.300  miligramos"
premarin crema v,estrogenos conjugados de origen equino,crema,pfizer,"1 caja , 1 tubo , 43 g , 0.625  miligramos"
premastan,progesterona,gel,besins,"1 caja, 1 tubo, 80 g,"
premelle continuo,"estrogenos conjugados,                                medroxiprogesterona",tabletas,pfizer,"1 caja , 28 tabletas , ,625  miligramos"
premid,"prednisolona,                                sulfacetamida",suspension oftalmica,laboratorios grin,"1 caja, 1 frasco gotero, 10 ml,"
premid,"prednisolona,                                sulfacetamida",unguento oftalmico,laboratorios grin,"1 tubo, 3 g,"
premone,estrogenos conjugados,crema,italmex,"1 caja, 1 tubo, 43 g,"
premone,estrogenos conjugados,tabletas,italmex,"1 caja, 28 tabletas, 0.625 mg"
premone,estrogenos conjugados,tabletas,italmex,"1 caja, 42 tabletas, 0.625 mg"
prenan,"lactosa,                                leche descremada,                                leche, suero desmineralizado  de,                                maltodextrina,                                nutrimentos para prematuros y neonatos de bajo peso,                                palma, oleina de",polvo,nestle,"1 lata , 400 g"
prenan,"aceites vegetales,                                araquidonico, acido  (ara),                                biotina,                                carnitina,                                dha,                                hierro,                                leche de vaca descremada),                                lecitina de soya,                                maltodextrina,                                tiamina hcl (vitamina b1),                                trigliceridos de cadena media,                                vitamina a (retinol),                                vitamina b12 (cianocobalamina),                                vitamina b2 (riboflavina),                                vitamina c (acido ascorbico),                                vitamina d (calciferol),                                vitamina k",liquido,nestle,"1 frasco(s), 88.5 ml,"
prenatex,"acido ascorbico,                                calcio,                                ergocalciferol,                                hierro,                                magnesio,                                retinol (vitamina a),                                riboflavina (vitamina b2),                                tiamina,                                vitamina b3 (niacinamida),                                vitamina b9 (acido folico)",grageas,productos medix,"1 caja,10 grageas,"
prenatex,"acido ascorbico,                                calcio,                                ergocalciferol,                                hierro,                                magnesio,                                retinol (vitamina a),                                riboflavina (vitamina b2),                                tiamina,                                vitamina b3 (niacinamida),                                vitamina b9 (acido folico)",grageas,productos medix,"1 caja,100 grageas,"
prenatex,"acido ascorbico,                                calcio,                                ergocalciferol,                                hierro,                                magnesio,                                retinol (vitamina a),                                riboflavina (vitamina b2),                                tiamina,                                vitamina b3 (niacinamida),                                vitamina b9 (acido folico)",grageas,productos medix,"1 caja,50 grageas,"
prepram,citalopram,tabletas,productos medix,"1 caja, 14 tabletas, 20 mg"
prepram,citalopram,tabletas,productos medix,"1 caja, 28 tabletas, 20 mg"
prepram,citalopram,tabletas,productos medix,"1 caja, 30 tabletas, 20 mg"
prescol,trimebutina,comprimidos,atlantis,
presone 1,amlodipino,tabletas,liomont,"1 caja, 10 tabletas, 5 miligramos"
presone 1,amlodipino,tabletas,liomont,"1 caja, 120 tabletas, 5 miligramos"
presone 1,amlodipino,tabletas,liomont,"1 caja, 30 tabletas, 5 miligramos"
presone 1,amlodipino,tabletas,liomont,"1 caja, 60 tabletas, 5 miligramos"
presone 1,amlodipino,tabletas,liomont,"1 caja, 90 tabletas, 5 miligramos"
prespir,"agua deionizada,                                aluminio, hidroxicloruro de,                                glicerina,                                propilenglicol,                                sabila, pulpa de,                                triclosan (irgasan)",solucion,remexa,"frasco(s),40 ml,"
prespir,"agua deionizada,                                aluminio, hidroxicloruro de,                                glicerina,                                propilenglicol,                                sabila, pulpa de,                                triclosan (irgasan)",solucion dermica,remexa,
presteme,ivermectina,crema,galderma,"1 caja, tubo de aluminio, 15 g,"
presteme,ivermectina,crema,galderma,"1 caja, tubo de aluminio, 30 g,"
presteme,ivermectina,crema,galderma,"1 caja, tubo de aluminio, 45 g,"
presteme,ivermectina,crema,galderma,"1 caja, tubo de aluminio, 60 g,"
pretelina,pargeverina,comprimidos,siegfried rhein,"1 caja, 20 comprimidos, 10 mg"
preterax,"indapamida,                                perindopril",comprimidos,servier,"1 caja, 1 frasco(s), 14 comprimidos, 2.5/0.625 mg/mg"
preterax,"indapamida,                                perindopril",comprimidos,servier,"1 caja, 1 frasco(s), 14 comprimidos, 5/1.25 mg/mg"
preterax,"indapamida,                                perindopril",comprimidos,servier,"1 caja, 1 frasco(s), 14 comprimidos, 10/2.5 mg/mg"
preterax,"indapamida,                                perindopril",comprimidos,servier,"1 caja, 1 frasco(s), 30 comprimidos, 10/2.5 mg/mg"
preterax,"indapamida,                                perindopril",comprimidos,servier,"1 caja, 1 frasco(s), 30 comprimidos, 2.5/0.625 mg/mg"
preterax,"indapamida,                                perindopril",comprimidos,servier,"1 caja, 1 frasco(s), 30 comprimidos, 5/1.25 mg/mg"
prevaxan,ondansetron,solucion inyectable,vanquish,
prevenar 13v,vacuna conjugada neumococica 13-valente,suspension inyectable,pfizer,"1 caja, 1 jeringa(s) prellenada(s), 0.5 ml, 1 dosis"
prevenar 13v,vacuna conjugada neumococica 13-valente,suspension inyectable,pfizer,"1 caja, 10 jeringa(s) prellenada(s), 0.5 ml, 10 dosis"
previtamom,"acido folico,                                acidos grasos omega 3,                                calcio,                                hierro,                                vitamina d (calciferol)",capsulas,ifa celtics,"1 caja, 30 capsulas, 1155 mg"
prexige,lumiracoxib,comprimidos recubiertos,novartis,"1 caja, 10 comprimidos recubiertos, 100 mg,"
prexige,lumiracoxib,comprimidos recubiertos,novartis,"1 caja, 30 comprimidos recubiertos, 100 mg,"
prexige,lumiracoxib,comprimidos recubiertos,novartis,"1 caja, 10 comprimidos recubiertos, 400 mg,"
prezaditev,mofetilo,tabletas,cryopharma,"1 caja,1 envase(s) de burbuja,50 tabletas,500 mg"
prezista,darunavir,tabletas,janssen-cilag,"1 caja,1 frasco(s),120 tabletas,"
prezista,darunavir,tabletas,janssen-cilag,"1 caja,1 frasco(s),40 tabletas,"
prezista,darunavir,tabletas,janssen-cilag,"1 caja,1 frasco(s),60 tabletas,"
pridam,norepinefrina,solucion inyectable,pisa,"1 caja,10 ampolleta(s),4 ml,4 mg"
pridam,norepinefrina,solucion inyectable,pisa,"1 caja,50 ampolleta(s),4 ml,4 mg"
pridam,norepinefrina,solucion inyectable,pisa,"1 caja, 50 ampolleta(s), 4/4 mg/ml,"
pridam,norepinefrina,solucion inyectable,pisa,"1 caja, 10 ampolleta(s), 4/4 mg/ml,"
pridona,primidona,tabletas birranuradas,psicofarma,"1 caja, 50 tabletas, 250 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 10 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 10 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 10 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 14 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 14 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 14 capsulas, 50 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 14 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 15 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 15 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 15 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 20 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 20 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 20 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 28 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 28 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 28 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 28 capsulas, 100 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 28 capsulas, 50 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 30 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 30 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 30 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 4 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 5 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 56 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 56 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 56 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 60 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 60 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 60 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 7 capletas, 100 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 7 capsulas, 75 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 7 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 7 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 8 capsulas, 150 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 8 capsulas, 300 miligramos"
prikul,pregabalina,capsulas,asofarma,"1 caja, 8 capsulas, 75 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 1 tabletas, 30 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 18 tabletas, 60 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 18 tabletas, 30 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 3 tabletas, 30 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 3 tabletas, 60 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 6 tabletas, 60 miligramos"
priligy,dapoxetina,tabletas,menarini,"1 caja, 6 tabletas, 30 miligramos"
prilkenzide,lamotrigina,tabletas,laboratorios kendrick,"1 caja,100 tabletas,100 mg"
prilkenzide,lamotrigina,tabletas,laboratorios kendrick,"1 caja,28 tabletas,100 mg"
primacor,milrinona,solucion inyectable,sanofi-aventis,"1 caja,10 frasco(s) ampula,10 ml"
primacor,milrinona,solucion inyectable,sanofi-aventis,"1 caja,3 frasco(s) ampula,10 ml"
primacor,milrinona,solucion inyectable,sanofi-aventis,"1 caja,5 frasco(s) ampula,10 ml"
