clave,descr,unidad,PA
010.000.5403.00,Alimento médico para pacientes con trastorno del ciclo de la urea Recien nacidos a 7 años 11 Meses de edad. Polvo. Cada 100G Contiene: Energía Unidad Kcal Mínimo 500.00 Máximo 510.00 Proteína Unidad g Mínimo 6.50 Máximo 7.50 Hidratos de carbono Unidad g Mínimo 57.00 Máximo 60.00 Lípidos Unidad g Mínimo 24.60 Máximo 26.00 L-Alanina Unidad g Mínimo 0 Máximo 0 L-Arginina Unidad g Mínimo 0 Máximo 0 L-Acido aspártico Unidad g Mínimo 0 Máximo 0 L-Cistina Unidad g Mínimo 0.30 Máximo 0.32 L-Acido glutámico Unidad g Mínimo 0 Máximo 0 Glicina Unidad g Mínimo 0 Máximo 0 L-Histidina Unidad g Mínimo 0.36 Máximo 0.44 L-Isoleucina Unidad g Mínimo 0.99 Máximo 1.28 L-Leucina Unidad g Mínimo 2.00 Máximo 2.17 L-Lisina Unidad g Mínimo 1.11 Máximo 1.24 L-Metionina Unidad g Mínimo 0.25 Máximo 0.34 L-Fenilalanina Unidad g Mínimo 0.67 Máximo 0.75 L-Treonina Unidad g Mínimo 0.75 Máximo 0.85 L-Triptófano Unidad g Mínimo 0.38 Máximo 0.39 L-Tirosina Unidad g Mínimo 0.80 Máximo 0.88 L-Valina Unidad mg Mínimo 1.00 Máximo 2.00 Riboflavina (B2) Unidad mg Mínimo 0.98 Máximo 1.20 Niacina (B3) Unidad µg Mínimo 10000.00 Máximo 16700.00 Piridoxina (B6) Unidad mg Mínimo 0.85 Máximo 1.00 Cianocobalamina (B12) Unidad µg Mínimo 2.00 Máximo 5.60 Acido fólico Unidad µg Mínimo 100.00 Máximo 250.00 Acido pantoténico Unidad µg Mínimo 3.80 Máximo 7.80 Acido ascórbico (vit.C) Unidad mg Mínimo 55.00 Máximo 60.00 Colina Unidad mg Mínimo 60.00 Máximo 100.00 Biotina Unidad µg Mínimo 38.00 Máximo 75.00 Inositol Unidad mg Mínimo 50.00 Máximo 86.00 Vitamina A Unidad UI Mínimo 533.00 Máximo 1600.00 Vitamina D Unidad UI Mínimo 300.00 Máximo 360.00 Vitamina E Unidad UI Mínimo 10.00 Máximo 17.01 Vitamina K Unidad µg Mínimo 40.00 Máximo 60.00 Sodio Unidad mg Mínimo 215.00 Máximo 240.00 Potasio Unidad mg Mínimo 560.00 Máximo 790.00 Cloro Unidad mg Mínimo 390.00 Máximo 420.00 Calcio Unidad mg Mínimo 650.00 Máximo 660.00 Fósforo Unidad mg Mínimo 440.00 Máximo 455.00 Magnesio Unidaimo 860.00 Máximo 1250.00 Zinc Unidad mg Mínimo 8.60 Máximo 9.50 Manganeso Unidad µg Mínimo 380.00 Máximo 500.00 Yodo Unidad µg Mínimo 76.00 Máximo 80.00 Selenio Unidad µg Mínimo 14.10 Máximo 25.00. Envase: lata con medida d,Pieza,Alimento medico
010.000.5420.00,Ciproterona. Tableta Cada Tableta contiene: Acetato de ciproterona (micro 20) 50.0 mg Envase con 20 Tabletas.,Pieza,Ciproterona
010.000.5421.00,Lapatinib. Tableta Cada Tableta contiene: Ditosilato de lapatinib equivalente a 250 mg de lapatinib Envase con 70 Tabletas.,Pieza,Lapatinib
010.000.5424.00,Nilutamida. Comprimido Cada Comprimido contiene: Nilutamida 150 mg Envase con 30 Comprimidos.,Pieza,Nilutamida
010.000.5425.00,Raltitrexed. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Raltitrexed 2 mg Envase con un frasco ámpu,Pieza,Raltitrexed
010.000.5426.00,Flutamida. Tableta Cada Tableta contiene: Flutamida 250 mg Envase con 90 Tabletas.,Pieza,Flutamida
010.000.5429.00,Molgramostim. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Molgramostim 400 µg Envase con un frasco ámpula y una ampolleta con diluyente de un,Pieza,Molgramostim
010.000.5432.00,Filgrastim. Solución Inyectable Cada frasco ámpula o jeringa contiene: Filgrastim 300 µg Envase con 5 frascos ámpula o Jerin,Pieza,Filgrastim
010.000.5439.00,Amifostina. Solución Inyectable. Cada frasco ámpula contiene: Amifostina (base anhidra) 500 mg Envase con un frasco ámpu,Pieza,Amifostina
010.000.5443.00,Estramustina. Cápsula Cada Cápsula contiene: Fosfato sódico de estramustina equivalente a 140 mg de fosfato de estramustina. Envase con 100 Cáps,Pieza,Estramustina
010.000.5444.00,Irinotecan. Solución Inyectable El frasco ámpula contiene: Clorhidrato de irinotecan ó clorhidrato de irinotecan trihidratado 100 mg Envase con un frasco ámpula con ,Pieza,Irinotecan
010.000.5447.00,Mecloretamina. Solución Inyectable Cada frasco ámpula contiene: Clorhidrato de mecloretamina 10 mg Envase con 1 frasco ámpu,Pieza,Mecloretamina
010.000.5449.00,Anastrozol. Tableta Cada Tableta contiene: Anastrozol 1 mg Envase con 28 Tabletas,Pieza,Anastrozol
010.000.5451.00,Cinarizina. Tableta Cada Tableta contiene: Cinarizina 75 mg Envase con 60 Tabletas,Pieza,Cinarizina
010.000.5453.00,Pemetrexed. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Pemetrexed disódico heptahidratado o Pemetrexed disódico equivalente a 500 mg de pemetrexed Envase con frasco ám,Pieza,Pemetrexed
010.000.5454.00,Tietilperazina. Supositorio Cada Supositorio contiene: Maleato de tietilperazina 6.5 mg Envase con 6 Supositorios.,Pieza,Tietilperazina
010.000.5462.00,Buserelina. Implante de Liberación Prolongada Cada Implante contiene: Acetato de buserelina equivalente a 9.45 mg de buserelina Caja con sobre-bolsa con una jeringa precargada con un Implant,Pieza,Buserelina
010.000.5466.00,Cultivo bcg. Suspensión Cada frasco con liofilizado contiene: Mycobacterium bovis (BCG) cepa danesa 1331 30 mg Envase con 4 frascos ámpul,Pieza,Cultivo bcg
010.000.5468.00,�cido zoledr�nico. Soluci�n Inyectable Cada frasco �mpula con 5 ml contiene: Acido zoledr�nico monohidratado equivalente a 4.0 mg de �cido zoledr�nico Envase con un frasco �mpula.,Pieza,Acido zoledronico
010.000.5469.00,Clodronato disódico. Comprimido. Cada comprimido contiene: Clodronato disódico tetrahidratado equivalente a 800 mg de clodronato disódico Envase con 60 Comprimid,Pieza,Clodronato disodico
010.000.5470.00,Gefitinib. Tableta Cada Tableta contiene: Gefitinib 250 mg Envase con 30 Tabletas.,Pieza,Gefitinib
010.000.5480.00,Sorafenib. Comprimido Cada Comprimido contiene: Tosilato de sorafenib equivalente a 200 mg de sorafenib Envase con 112 Comprimidos.,Pieza,Sorafenib
010.000.5481.00,Paroxetina. Tableta Cada Tableta contiene: Clorhidrato de paroxetina equivalente a 20 mg de paroxetina. Envase con 10 Tabletas.,Pieza,Paroxetina
010.000.5482.00,Sunitinib. Cápsula Cada Cápsula contiene: Malato de sunitinib equivalente a 12.5 mg de sunitinib Envase con 28 Cápsul,Pieza,Sunitinib
010.000.5490.00,Mirtazapina. Tableta o Tableta Dispersable Cada Tableta o Tableta Dispersable contiene: Mirtazapina 30 mg Envase con 30 Tabletas o Tabletas Dispersables,Pieza,Mirtazapina
010.000.5502.00,Levamisol. Tableta Cada Tableta contiene: Clorhidrato de levamisol equivalente a 50 mg de levamisol. Envase con 2 Tabletas.,Pieza,Levamisol
010.000.5503.00,Sulindaco. Tableta o Gragea Cada Tableta o Gragea contiene: Sulindaco 200 mg Envase con 20 Tabletas o Grageas.,Pieza,Sulindaco
010.000.5541.00,Letrozol. Gragea o Tableta Cada Gragea o Tableta contiene: Letrozol 2.5 mg Envase con 30 Grageas o Tabletas,Pieza,Letrozol
010.000.5543.00,Galsulfasa. Solución Inyectable. Cada frasco ámpula contiene: Galsulfasa 5 mg Envase con un frasco ámpula con 5 ml (1 mg/m,Pieza,Galsulfasa
010.000.5545.00,Imiglucerasa. Solución Inyectable Cada frasco ámpula con polvo contiene: Imiglucerasa 400 U Envase con frasco ámpula con polvo liofiliza,Pieza,Imiglucerasa
010.000.5547.00,Laronidasa. Solución Inyectable Cada frasco ámpula contiene: Laronidasa 2.9 mg (500 U) Envase con frasco ámpula con 5 ml (2.9 mg o 500,Pieza,Laronidasa
010.000.5548.00,Alglucosidasa alfa. Solución Inyectable Cada frasco ámpula con polvo contiene: alglucosidasa alfa 50 mg Envase con frasco ámpula con polvo liofiliza,Pieza,Alglucosidasa alfa
010.000.5549.00,Agalsidasa alfa. Solución Inyectable Cada frasco ámpula contiene: Agalsidasa alfa 3.5 mg Envase con frasco ámpula con 3.5 ml (1 mg/m,Pieza,Agalsidasa alfa
010.000.5550.00,Idursulfasa. Solución Inyectable. Cada frasco ámpula contiene: Idursulfasa 6 mg Envase con frasco ámpula con 3 ml (6 mg/3 m,Pieza,Idursulfasa
010.000.5612.00,Calcipotriol betametasona. Ungüento Cada 100 g contienen: Calcipotriol 5 mg Dipropionato de betametasona equivalente a 50 mg de betametasona Envase con 30 g,Pieza,Calcipotriol betametasona
010.000.5614.00,Taliglucerasa alfa. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Taliglucerasa alfa 200 U Envase con frasco ámpula con polvo liofiliza,Pieza,Taliglucerasa alfa
010.000.5615.00,Velaglucerasa alfa. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Velaglucerasa alfa 400 U Envase con frasco ámpula con liofiliza,Pieza,Velaglucerasa alfa
010.000.5620.00,Vildagliptina. Comprimido Cada Comprimido contiene: Vildagliptina 50 mg Envase con 28 Comprimidos.,Pieza,Vildagliptina
010.000.5621.00,Linagliptina. Tableta. Cada tableta contiene: Linagliptina 5 mg. Envase con 30 tabletas.,Pieza,Linagliptina
010.000.5622.00,Saxagliptina. Tableta Cada Tableta contiene: Clorhidrato de Saxagliptina monohidratada equivalente a 5 mg de saxagliptina Envase con 28 Tabletas.,Pieza,Saxagliptina
010.000.5624.00,Romiplostim. Solución Inyectable Cada frasco ámpula con polvo contiene: Romiplostin 375 µg. Envase con un frasco ámpula con polvo (250 µg/0.5 ml reconstitu,Pieza,Romiplostim
010.000.5630.00,Clopidogrel ácido acetilsalicílico. Tableta Cada tableta contiene: Bisulfato de clopidogrel equivalente a 75 mg de clopidogrel Acido acetilsalicílico 100 mg. Envase con 28 tablet,Pieza,Clopidogrel acido acetilsalicilico
010.000.5634.00,Bemiparina de sodio. Solución Inyectable Cada jeringa prellenada contiene: Bemiparina de sodio 3 500 UI Envase con 2 Jeringas prellenadas con 0.2 ml,Pieza,Bemiparina de sodio
010.000.5650.00,Mifamurtida. Suspensión Inyectable Cada frasco ámpula contiene: Mifamurtida 4 mg Envase con frasco ámpula con po,Pieza,Mifamurtida
010.000.5653.00,Panitumumab. Solución Inyectable Cada frasco ámpula contiene: Panitumumab 100 mg Envase con frasco ámpula con 5 ,Pieza,Panitumumab
010.000.5658.00,Cabazitaxel. Solución Inyectable. Cada frasco ámpula contiene: Cabazitaxel acetona solvato 60 mg Envase con un frasco ámpula con 1.5 ml y un frasco ámpula con 4.5 ml de diluye,Pieza,Cabazitaxel
010.000.5665.00,RASAGILINA. TABLETA Cada tableta contiene: Mesilato o tartrato de rasagilina equivalente a 1 mg de rasagilina. Envase con 30 tabletas.,Pieza,Rasagilina
010.000.5670.00,Anidulafungina. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Anidulafungina 122 mg con una potencia de 84% equivale a 102.5 mg de anidulafungina Envase con un frasco ámpula con liofiliza,Pieza,Anidulafungina
010.000.5675.00,Boceprevir. Cápsula Cada Cápsula contiene: Boceprevir 200 mg Envase con cuatro cajas con 84 Cápsulas cada u,Pieza,Boceprevir
010.000.5699.00,Etoricoxib. Comprimido Cada Comprimido contiene: Etoricoxib 90 mg Envase con 28 Comprimidos.,Pieza,Etoricoxib
010.000.5740.01,METFORMINA/ LINAGLIPTINA. TABLETA Cada tableta contiene: Clorhidrato de Metformina 500 mg Linagliptina 2.5 mg Envase con 30 tabletas.,Envase,Metformina/ linagliptina
010.000.5743.00,Liraglutide. Solución Inyectable Cada mililitro contiene: Liraglutide (ADN recombinante) 6 mg Envase con 2 plumas con cartucho de 3 m,Pieza,Liraglutide
010.000.5795.00,Certolizumab pegol. Solución Inyectable Cada jeringa prellenada contiene: Certolizumab pegol 200 mg Envase con 2 Jeringas. prellenadas con 1 m,Pieza,Certolizumab pegol
010.000.5800.00,Amlodipino/valsartán/hidroclorotiazida. Comprimido Cada Comprimido contiene: Besilato de Amlodipino equivalente a 5 mg de Amlodipino Valsartán 160 mg Hidroclorotiazida 12.5 mg Envase con 28 Comprimid,Pieza,Amlodipino/valsartan/hidroclorotiazida
010.000.5835.00,Cinacalcet. Tableta Cada Tableta contiene: Cinacalcet 30 mg Envase con 30 Tabletas.,Pieza,Cinacalcet
010.000.5848.00,Iloprost. Solución para nebulizar. Cada mililitro contiene: Iloprost trometanol 0.0134 mg equivalente a 0.010 mg de Iloprost Envase con 30 ampolletas con 2 ml cada una,Pieza,Iloprost
010.000.5865.00,Colistimetato. Solución Inyectable Cada frasco ámpula con liofilizado contiene: Colistimetato sódico equivalente a 150 mg de colistimetato Envase con un frasco ámpula con liofiliz,Pieza,Colistimetato
010.000.5880.00,Fulvestrant. Solución Inyectable. Cada jeringa prellenada contiene: Fulvestrant 250 mg Envase con 2 Jeringas. prellenadas con 5 ml cada una,Pieza,Fulvestrant
010.000.5887.00,Azacitidina suspensión inyectable cada frasco ámpula con liofilizado contiene: azacitidina 100 mg. Envase con un frasco ámpula con liofiliza,Pieza,Azacitidina
010.000.5890.00,Terbinafina. Solución TÓPICA Cada gramo contiene: Clorhidrato de terbinafina equivalente a 10.0 mg de terbinafina Envase con 4 ,Pieza,Terbinafina
010.000.5900.00,Almotriptan. Comprimidos. Cada comprimido contiene: almotriptán D L malato ácido equivalente a 12.5 mg de almotriptán. Envase con 2 comprimid,Pieza,Almotriptan
010.000.5920.01,Ribavirina CÁPSULA O TABLETA  Cada cápsula o tableta contiene: Ribavirina 200 mg Envase con 168 tableta,Pieza,Ribavirina
010.000.5931.00,Enoxaparina sódica. Solución Inyectable Cada jeringa contiene: Enoxaparina sódica 80 mg Envase con 2 Jeringas. con dispositivo de seguridad de 0.8 ,Pieza,Enoxaparina sodica
010.000.5935.00,Dabigatrán. Cápsula Cada Cápsula contiene: Dabigatrán etexilato mesilato equivalente a 150 mg de dabigatrán etexilato Envase con 60 Cáp,Pieza,Dabigatran
010.000.5980.00,Fluticasona vilanterol. PoLVo Para Inhalación Cada dosis contiene: Furoato de fluticasona 100 µg Vilanterol trifenatato equivalente a 25 µg de vilanterol Envase con dispositivo inhalador con 30 dos,Pieza,Fluticasona vilanterol
010.000.5990.00,Icatibant. Solución Inyectable Cada jeringa prellenada contiene: Acetato de icatibant equivalente a 30 mg de icatibant Envase con una jeringa prellenada con 3 ml (10 mg/ml),Pieza,Icatibant
010.000.6000.00,Carbonato de calcio/ Vitamina D3. Tableta. Cada tableta contiene: Carbonato de calcio 1666.670 mg equivalente a 600 mg de calcio. Colecalciferol 6.2 mg equivalente a 400 UI de Vitamina D3. Envase con 30 tabletas.,Pieza,Carbonato de calcio/ vitamina d3
010.000.6001.00,Dienogest. Tableta. Cada tableta contiene: Dienogest 2 mg. Envase con 28 tabletas.,Pieza,Dienogest
010.000.6016.00,Ipilimumab. Solución inyectable. Cada frasco ámpula contiene: Ipilimumab 50 mg Envase con un frasco ámpula con 10 ml (50 mg/10 m,Envase,Ipilimumab
010.000.6021.00,Indacaterol/Glicopirronio. Cápsula. Cada cápsula contiene: Maleato de Indacaterol equivalente a 110 µg de indacaterol. Bromuro de Glicopirronio equivalente a 50 µg. De Glicopirronio. Envase con 30 cápsulas con polvo para inhalación (no ingeribles) y un dispositivo para inhal,Pieza,Indacaterol/glicopirronio
010.000.6022.00,Macitentán. Tableta. Cada tableta contiene: Macitentán 10 mg. Envase con 28 tableta,Pieza,Macitentan
010.000.6024.00,PERTUZUMAB. SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Pertuzumab 420 mg Envase con frasco ámpula con 14 ,Envase,Pertuzumab
010.000.6028.00,Pralatrexato. Solución inyectable. Cada frasco ámpula contiene: Pralatrexato 20 mg Envase con un frasco ámpula con 1 ,Envase,Pralatrexato
010.000.6035.00,Bromuro de glicopirronio. Cápsula con polvo para inhalación. Cada cápsula contiene: Bromuro de glicopirronio equivalente a 50 µg de glicopirronio. Envase con 30 cápsulas y dispositivo para inhala,Envase,Bromuro de glicopirronio
010.000.6037.00,Obinutuzumab. Solución inyectable. Cada frasco ámpula contiene: Obinutuzumab 1000 mg. Envase con frasco ámpula con 40 ml (1000 mg/40 m,Envase,Obinutuzumab
010.000.6041.00,Ombitasvir /Paritaprevir / Ritonavir / Dasabuvir. Tableta. Cada tableta contiene: Ombitasvir 12.5 mg. Paritaprevir 75.0 mg. Ritonavir 50.0 mg. Cada tableta contiene: Dasabuvir 250.0 mg Envase con 4 cajas cada una con 7 carteras con 2 tabletas de ombitasvir paritaprevir ritonavir y 2 tabletas de dasabuvir.,Envase,Ombitasvir /paritaprevir / ritonavir / dasabuvir
010.000.6043.00,Asunaprevir. Capsula cada cápsula contiene: Asunaprevir 100 mg envase con 56 cápsula,Envase,Asunaprevir
010.000.6044.00,Daclatasvir. Tableta cada tableta contiene: Daclatasvir Diclorhidrato equivalente a 60 mg de daclatasvir envase con 28 tabletas.,Envase,Daclatasvir
010.000.6045.00,Sofosbuvir. Tableta cada tableta contiene: Sofosbuvir 400 mg envase con 28 tabletas,Envase,Sofosbuvir
010.000.6047.00,Tocilizumab Solucion inyectable cada jeringa prellenada contiene: Tocilizumab 162 mg envase con 4 jeringas prellenadas con 0.9 ml cada una.,Envase,Tocilizumab
010.000.6049.00,Acido Acetilsalicilico Simvastatina Ramipril. capsula cada cápsula contiene: Acido Acetilsalicílico 100 mg simvastatina 40 mg ramipril 5 mg envase con 28 cápsul,Envase,Acido acetilsalicilico simvastatina ramipril
010.000.6050.00,Acido Acetilsalicilico SimvastatinaRamipril.Capsula cada cápsula contiene: Acido Acetilsalicílico 100 mg simvastatina 40 mg ramipril 10 mg envase con 28 cápsu,Envase,Acido acetilsalicilico simvastatinaramipril
010.000.6052.00,Sofosbuvir Ledipasvir. Tableta cada tableta contiene: Sofosbuvir 400 mg ledipasvir 90 mg envase con 28 tabletas,Envase,Sofosbuvir ledipasvir
010.000.6053.00,Complejo de Protombina Humana. Solucion inyectable cada frasco ámpula con liofilizado contiene: factor ii de coagulación humana 280-760 ui factor vii de coagulación humana 180-480 ui factor ix de coagulación humana 500 ui factor x de coagulación humana 360-600 ui proteína c 260-620 ui proteína s 240-640 ui proteínas totales 260-820 mg. envase con un frasco ámpula con liofilizado frasco ámpula con 20 ml de diluyente y equipo de admin,Envase,Complejo de protombina humana
010.000.6055.00,Inhibidor de la Esterasa c1 humano. Solucion inyectable cada frasco ámpula contiene: inhibidor de la esterasa c1 humano 500 ui envase con frasco ámpula con liofilizado y frasco ámpula con 10 ml de diluyen,Envase,Inhibidor de la esterasa c1 humano
010.000.6057.00,Gestodeno / Etinilestradiol.Parche cada parche contiene: gestodeno 2.10 mg etinilestradiol 0.55 mg envase con 3 parches.,Envase,Gestodeno / etinilestradiol
010.000.6058.00,Factor VIIIantihemofilico factor de Von Willebrand. solucion inyectable cada frasco ámpula con liofilizado contiene: factor viii antihemofílico humano 500 ui factor de von willebrand 500 ui proteína 7.5 mg envase con un frasco ámpula con liofilizado y un frasco ámpula con 5 ml de diluy,Envase,Factor viiiantihemofilico factor de von willebrand
010.000.6059.00,Factor VIII Antihemofilico factor de von willebrand. solucion inyectable cada frasco ámpula con liofilizado contiene: factor viii antihemofílico humano 1000 ui factor de von willebrand 1000 ui proteína 15 mg envase con un frasco ámpula con liofilizado y un frasco ámpula con 10 ml de diluy,Envase,Factor viii antihemofilico factor de von willebrand
010.000.6065.00,Turoctocog alfa (Factor VIII de coagulacion humano de origen adn recombinante) Solucion inyectable cada frasco ámpula con polvo liofilizado contiene: Turoctocog alfa 2000 UI Envase con un frasco ámpula con polvo liofilizado una jeringa prellenada con 4 ml de diluyente y equipo para administraci�,Envase,Turoctocog alfa (factor viii de coagulacion humano de origen adn recombinante)
010.000.6069.00,Pirfenidona. Tableta de liberacion prolongada. Cada tableta contiene: Pirfenidona 600 mg. Envase con 90 tabletas.,Envase,Pirfenidona
010.000.6070.00,Fibrinogeno humano. solucion inyectable cada frasco ámpula con polvo liofilizado contiene: fibrinógeno humano 1.50 g envase con frasco ámpula con liofilizado y un frasco ámpula con 100 ml de diluy,Envase,Fibrinogeno humano
010.000.6073.00,Elosulfasa alfa. Solucion inyectable cada frasco ámpula contiene: Elosulfasa alfa 5 mg envase con un frasco ámpula con 5 ml (5 mg/5 ml,Envase,Elosulfasa alfa
010.000.6080.00,Secukinumab. Solución Inyectable Cada pluma precargada contiene: Secukinumab 150 mg Envase con dos plumas precargadas con 1 ml (150 mg/ml),Envase,Secukinumab
010.000.6082.00,MESILATO DE ERIBULINA. SOLUCIÓN INYECTABLE Cada frasco ámpula contiene: Mesilato de Eribulina 1.130 mg Envase con frasco ámpula con 1 mg/ 2 mL de soluci,Envase,Mesilato de eribulina
010.000.6085.00,Brentuximab Vedotin. Solución Inyectable Cada frasco ámpula con polvo liofilizado contiene: Brentuximab Vedotin 50 mg Envase con un frasco ámpula con polvo liofiliza,Envase,Brentuximab vedotin
010.000.6086.00,Carfilzomib. Solución Inyectable. Cada frasco ámpula con polvo liofilizado contiene: Carfilzomib 60 mg Envase con frasco ámpula con polvo liofiliza,Envase,Carfilzomib
010.000.6090.00,Emtricitabina/Rilpivirina/Tenofovir Tableta Cada tableta contiene: Emtricitabina 200 mg Clorhidrato de rilpivirina equivalente a 25 mg de rilpivirina Tenofovir disoproxilo fumarato equivalente a 245 mg de tenofovir disoproxilo Envase con 30 tabletas.,Envase,Emtricitabina/rilpivirina/tenofovir
010.000.6091.00,Bromuro De Aclidinio / Formoterol Polvo Para Inhalación Cada inhalación contiene: Bromuro de aclidinio equivalente a 340  µg de aclidinio Fumarato de formoterol dihidratado 11.8  µg. Cada envase contiene 60 inhalacio,Envase,Bromuro de aclidinio / formoterol
010.000.6092.00,Teriflunomida Tableta Cada tableta contiene: Teriflunomida 14 mg Envase con 28 tabletas.,Envase,Teriflunomida
010.000.6093.00,Ruxolitinib Tableta Cada tableta contiene: Fosfato de ruxolitinib equivalente a 5 mg de ruxolitinib Envase con 60 tabletas.,Envase,Ruxolitinib
010.000.6096.00,BLINATUMOMAB. SOLUCIÓN INYECTABLE Cada frasco ámpula con polvo liofilizado contiene: Blinatumomab 35 µg Envase con un frasco ámpula con polvo liofilizado y un frasco ámpula con solución estabilizado,Envase,Blinatumomab
010.000.6097.00,Enzalutamida. Cápsula. Cada cápsula contiene: Enzalutamida 40 mg Envase con 120 cápsul,Envase,Enzalutamida
010.000.6098.00,Darunavir / Cobicistat Tableta Cada tableta contiene: Etanolato de darunavir equivalente a 800 mg de darunavir Cobicistat en dióxido de silicio equivalente a 150 mg de cobicistat Envase con 30 tabletas,Envase,Darunavir / cobicistat
010.000.6108.00,Dolutegravir / Abacavir / Lamivudina. Tableta. Cada tableta contiene: Dolutegravir sódico equivalente a 50 mg de dolutegravir Sulfato de abacavir equivalente a 600 mg de abacavir Lamivudina 300 mg Envase con 30 tableta,Envase,Dolutegravir / abacavir / lamivudina
010.000.6115.00,Selegilina. Tableta. Cada tableta contiene: Clorhidrato de selegilina 5 mg. Envase con 20 tabletas.,Envase,Selegilina
010.000.6120.00,Lipegfilgrastim. Solución Inyectable. Cada jeringa prellenada contiene: Lipegfilgrastim 6mg Envase con 1 jeringa prellenada con 6 mg/0.6 ml (con tapa y sin tapa de seguridad),Envase,Lipegfilgrastim
010.000.6122.00,Amfotericina B Liposomal. Solución Inyectable. Cada frasco ámpula con liofilizado contiene: Amfotericina B Liposomal 50 mg. Envase con 1 frasco ámpula con liofilizado un frasco ámpula con o sin 12 ml. de diluyente un filtro de 5 mic,Envase,Amfotericina b liposomal
010.000.6123.00,Alogliptina. Tableta Cada tableta contiene: Benzoato de alogliptina equivalente a 25 mg de alogliptina Envase con 28 tabletas,Envase,Alogliptina
010.000.6126.00,Elvitegravir/Cobicistat/Emtricitabina/Tenofovir. Tableta Cada tableta contiene: Elvitegravir 150 mg Cobicistat 150 mg Emtricitabina 200 mg Tenofovir disoproxil fumarato 300 mg equivalente a 245 mg de tenofovir disoproxil Envase con 30 tabletas,Envase,Elvitegravir/cobicistat/emtricitabina/tenofovir
010.000.6127.00,Grazoprevir/Elbasvir. Tableta Hidrato de grazoprevir 102.3 mg equivalente a 100.0 mg de grazoprevir Elbasvir 50.0 mg. Envase con 28 tabletas.,Envase,Grazoprevir/elbasvir
010.000.6131.00,Sofosbuvir Velpatasvir. Tableta Cada tableta contiene: Sofosbuvir 400 mg Velpatasvir 100 mg Envase con 28 tabletas.,Envase,Sofosbuvir velpatasvir
010.000.6132.00,Anfotericina B (Complejo Fosfolipido o Lipidico). Suspensión Inyectable. Cada frasco ámpula contiene: Anfotericina B (como complejo fosfolípido o lipídico) 100 mg Envase con un frasco ámpula con 20 ml (5 mg/mL) con aguja filtro de 5 mi,Pieza,Anfotericina b (complejo fosfolipido o lipidico)
010.000.6133.00,Idarucizumab. Solución Inyectable. Cada frasco ámpula contiene: Idarucizumab 2.5 g Envase con 2 frascos ámpula con 50 mL cada uno (2.5 g/50 m,Pieza,Idarucizumab
010.000.6136.00,Rilpivirina. Tableta. Cada tableta contiene: Clorhidrato de rilpivirina equivalente a 25 mg de Rilpivirina. Envase con 30 tabletas.,Pieza,Rilpivirina
010.000.6151.00,Acido Carglumico. Tableta. Cada tableta contiene: Acido carglúmico 200 mg. Envase con 5 tabletas,Pieza,Acido carglumico
010.000.6152.00,Hemina Humana. Solución Inyectable. Cada ampolleta contiene: Hemina humana 250 mg Envase con 4 ampolletas con 10 ml cada una (250 mg/10 ml),Pieza,Hemina humana
010.000.6153.00,PEMBROLIZUMAB. SOLUCIÓN INYECTABLE Cada frasco ámpula contiene: Pembrolizumab 100 mg Envase con un frasco ámpula de 100 mg/ 4 ,Pieza,Pembrolizumab
010.000.6155.00,Betaína Anhidra. Polvo Cada gramo contiene: Betaína anhidra 1 g. Envase con un frasco con 180 g de polvo con 3 cucharas graduadas de 1g 150 mg y 100 m,Pieza,Betaina anhidra
010.000.6157.00,Beclometasona/Formoterol. Aerosol para inhalación bucal. Cada gramo contiene: Dipropionato de beclometasona 1.724 mg Fumarato de formoterol dihidratado 0.103 mg Envase con dispositivo inhalador con 120 dosis (100 µg de Beclometasona y 6 µg de formoterol/dosis,Pieza,Beclometasona/formoterol
010.000.6161.00,Elvitegravir/Cobicistat/Emtricitabina/Tenofovir Alafenamida. Tableta Cada tableta contiene: Elvitegravir 150 mg Cobicistat 150 mg Emtricitabina 200 mg Tenofovir alafenamida fumarato 11.2 mg equivalente a 10 mg de tenofovir alafenamida Envase con 30 tabletas.,Pieza,Elvitegravir/cobicistat/emtricitabina/tenofovir alafenamida
010.000.6164.00,Glecaprevir/Pibrentasvir. Tableta. Cada tableta contiene: Glecaprevir 100 mg Pibrentasvir 40 mg Envase con 4 cajas cada una con 7 tiras con 3 tabletas cada una.,Pieza,Glecaprevir/pibrentasvir
010.000.6165.00,Ribociclib. Comprimido. Cada comprimido contiene: Succinato de ribociclib 254 mg equivalente a 200 mg de ribociclib Envase con 63 comprimidos,Pieza,Ribociclib
010.000.6166.00,Cloruro de Radio 223. Solución Inyectable. Cada frasco ámpula contiene: Cloruro de radio 223 6600 KBq correspondientes a 3.5 ng de radio 223 Envase de plomo con un frasco ámpula con 6 ml de solución (1100 KBq,Pieza,Cloruro de radio 223
